Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,WQI
5.43,7.16,12.0,0.1,10.0,733.0,2.0,64.99473204533082
7.0,7.2,55.5,0.07,500.0,500.0,2.0,68.93447879318171
6.7,7.3,71.5,0.11,30.0,70.0,2.0,61.62498201752033
7.3,7.2,74.5,0.3,170.0,220.0,2.0,60.15557733926663
7.6,7.81,55.3,0.03,80.0,300.0,2.0,67.29234590129433
7.1,7.19,60.3,0.24,300.0,2200.0,2.0,64.24961150087708
7.4,6.9,70.9,0.06,23.0,280.0,2.0,51.20045579768841
6.3,7.7,81.3,0.33,14.0,900.0,2.0,70.34800100159653
6.8,6.9,98.3,1.07,280.0,350.0,2.0,59.906434571444706
8.0,7.08,46.1,0.16,90.0,220.0,2.0,52.913064252968596
7.2,7.0,68.2,0.28,130.0,130.0,2.0,56.2565430945042
5.2,6.8,34.7,0.12,3.0,90.0,2.0,59.562692602943486
8.2,7.53,83.5,0.03,50.0,70.0,2.0,58.837231960781374
5.8,6.6,106.0,1.0,50.0,70.0,3.0,63.20447924807172
7.5,7.3,67.8,0.29,110.0,800.0,2.0,59.72706246010104
7.2,7.1,78.8,0.08,70.0,2.4,4.0,74.32092039271191
7.5,7.6,51.0,0.08,23.0,30.0,2.0,62.81178378232585
8.1,7.4,62.7,0.12,30.0,130.0,2.0,56.63780806534653
6.7,6.7,109.5,0.42,110.0,1700.0,2.0,53.384161348436535
7.6,6.0,92.0,0.05,1300.0,0.0,2.0,62.81888230940459
7.1,7.24,64.4,0.23,170.0,280.0,2.0,61.81544080029337
6.3,6.76,130.5,0.1,2.0,33.0,2.0,53.56065261902047
6.4,6.63,23.8,0.1,488.0,12033.0,1.0,55.358364671132
5.1,7.0,67.7,0.27,30.0,30.0,3.0,72.9752577339686
6.9,7.2,39.9,0.19,300.0,1100.0,2.0,65.13195704231217
5.7,7.3,236.0,0.71,2.0,2.0,2.0,65.9031942222401
6.9,7.1,81.0,0.15,200.0,200.0,2.0,60.98876981391854
7.4,7.2,93.3,1.67,240.0,500.0,2.0,61.439450886273875
6.8,6.2,36.6,0.11,1300.0,8000.0,2.0,71.9037681844201
7.7,7.24,67.5,0.2,500.0,1300.0,2.0,66.45501419103088
7.3,7.1,81.1,0.91,50.0,2300.0,2.0,56.29266755115172
5.29,7.43,2.0,0.2,20.0,2247.0,1.0,62.06763144574244
6.8,6.9,54.8,0.36,170.0,13000.0,2.0,60.184365107714605
6.2,7.51,59.2,0.17,220.0,800.0,2.0,72.04558042008078
6.4,7.4,67.4,0.37,130.0,1400.0,2.0,67.33884054477237
6.9,7.67,143.9,0.96,8.0,23.0,2.0,66.69656705414071
6.5,7.2,189.0,1.41,300.0,700.0,2.0,67.13413370915214
7.4,7.27,63.3,0.68,70.0,500.0,2.0,58.77746581337407
4.6,6.57,52.4,0.16,170.0,1400.0,2.0,62.45107563947335
8.4,7.3,58.2,0.08,80.0,80.0,2.0,54.54890097037611
7.3,7.3,58.1,0.4,130.0,500.0,2.0,61.07533890423356
6.8,7.43,59.2,0.15,30.0,110.0,2.0,63.410812303579746
7.4,7.2,71.4,0.16,50.0,50.0,2.0,56.96524122865861
6.0,6.8,36.8,0.05,110.0,1300.0,2.0,58.34247859850835
4.57,6.95,19.0,0.1,63.0,2310.0,1.0,58.15847710233252
7.2,7.88,91.5,0.02,30.0,50.0,2.0,69.27679369557391
7.9,7.2,21.2,0.2,50.0,5000.0,2.0,55.648486056188915
6.6,6.8,124.8,0.47,130.0,700.0,2.0,55.83111716513109
8.0,7.6,56.4,0.52,70.0,900.0,2.0,61.68825503635206
6.6,7.1,65.4,0.59,30.0,800.0,2.0,58.8473149009947
7.9,7.1,48.9,0.09,600.0,900.0,2.0,65.17120502877755
6.9,6.36,11.7,0.03,300.0,1400.0,2.0,50.59466317386609
7.0,6.6,58.3,0.18,300.0,1100.0,2.0,54.23958685715866
5.8,6.92,10.0,0.1,41.0,2247.0,2.0,60.0696334369169
6.9,7.0,64.6,0.37,500.0,2200.0,2.0,66.35516795992383
5.6,7.16,69.8,0.37,300.0,7000.0,2.0,72.02386248011342
7.97,7.8,88.9,0.05,93.0,240.0,1.68,62.790089099046675
6.9,7.1,61.7,0.02,300.0,1100.0,2.0,63.38249360149343
7.4,7.95,58.5,0.05,170.0,900.0,2.0,72.81192774348284
7.0,6.7,78.1,0.32,90.0,220.0,2.0,51.152869629922186
6.6,6.5,37.7,0.16,500.0,1300.0,2.0,58.89182573632088
7.2,7.27,80.1,0.11,30.0,30.0,2.0,58.69185357754568
7.9,7.57,77.9,0.07,30.0,70.0,2.0,60.53532197058631
7.9,7.52,109.2,0.08,30.0,300.0,2.0,59.72638661933015
8.0,7.59,83.7,0.09,50.0,50.0,2.0,60.84301957452483
5.6,6.98,143.0,1.4,500.0,3000.0,2.0,72.56919605773179
7.4,6.92,45.4,0.09,110.0,2400.0,2.0,53.93973080154554
7.5,6.8,64.8,0.14,280.0,350.0,2.0,54.694022750928795
7.8,7.36,84.5,0.09,50.0,80.0,2.0,57.819890945886144
8.4,8.3,394.0,0.65,50.0,230.0,2.0,71.41188706541585
8.5,7.57,26.7,0.13,500.0,2400.0,2.0,68.56086229606116
10.0,8.6,82.6,0.59,50.0,230.0,2.0,68.84605065056957
7.7,7.37,53.0,0.12,90.0,140.0,2.0,59.3693526768495
7.2,7.39,86.8,0.2,300.0,1300.0,2.0,67.04225727460654
7.9,7.4,99.0,0.06,500.0,8000.0,2.0,69.74436320011135
7.6,7.49,265.3,0.85,50.0,130.0,2.0,61.17263338618723
5.4,6.7,139.7,0.53,170.0,800.0,2.0,60.78572457828692
7.2,6.9,55.2,0.07,7.0,280.0,2.0,51.806176184838236
5.6,5.9,45.4,0.1,350.0,3000.0,4.0,68.04455618527427
7.2,6.77,19.18,0.1,50.0,80.0,2.0,50.45240334097493
7.5,7.42,46.2,0.28,350.0,1100.0,2.0,67.18170207541644
6.6,6.72,44.7,0.06,80.0,500.0,2.0,53.2292410401343
5.7,6.6,88.9,0.26,23.0,70.0,2.0,54.1512816152047
7.1,7.3,81.7,0.46,90.0,280.0,2.0,61.115407066461174
7.1,7.0,85.6,0.45,500.0,800.0,2.0,65.0965473471318
6.4,7.2,77.8,0.5,500.0,2400.0,2.0,72.29344223162467
7.1,7.4,25.5,0.08,50.0,900.0,2.0,62.0491467807763
6.5,6.91,48.5,0.05,70.0,140.0,2.0,56.706958206439296
7.8,7.48,42.0,0.11,23.0,50.0,2.0,59.291365447030415
8.3,7.46,18.3,0.01,170.0,280.0,2.0,59.82663631341487
6.2,6.52,89.1,0.23,300.0,800.0,2.0,56.64565568236574
6.8,7.2,61.9,0.55,50.0,140.0,2.0,59.912237497722074
7.6,7.0,12.0,0.24,311.0,2648.0,1.0,50.02606750316117
5.7,7.48,49.6,0.05,240.0,240.0,2.0,74.23377182773268
7.1,7.07,64.3,0.1,80.0,800.0,2.0,56.973856788747696
7.1,7.19,60.3,0.24,300.0,2200.0,2.0,64.24961150087708
7.5,6.9,33.8,0.15,350.0,3500.0,2.0,58.670189372595594
7.75,7.07,13.15,0.1,97.0,24192.0,2.0,59.38836374353373
8.0,7.93,373.5,0.26,50.0,500.0,2.0,66.92672971749583
7.7,8.21,139.2,0.81,50.0,50.0,2.0,73.13866523952791
6.7,7.2,56.8,0.47,280.0,2800.0,2.0,66.06209278470386
7.6,7.0,112.0,0.13,23.0,30.0,2.0,51.935398226501974
7.8,7.93,376.7,2.44,300.0,500.0,2.0,73.66044023360244
6.8,7.38,65.4,0.18,140.0,1100.0,2.0,65.20103052081342
7.2,7.4,84.3,0.49,220.0,1300.0,3.0,74.32866176880799
6.9,7.8,72.0,0.3,110.0,500.0,2.0,71.22780061311626
6.6,7.35,57.2,0.05,50.0,70.0,2.0,63.40681414885399
6.9,6.9,69.1,0.08,500.0,1.3,2.0,64.10218295773814
6.8,7.16,78.1,0.96,170.0,3000.0,2.0,62.55490756509331
7.3,7.77,73.6,0.06,30.0,80.0,2.0,66.89346927207538
6.3,6.3,60.7,0.11,500.0,1300.0,2.0,56.863312818562754
7.5,6.3,106.8,0.12,1400.0,17000.0,2.0,74.49320825325593
6.5,7.4,46.5,0.11,80.0,300.0,2.0,65.47475983414893
7.6,7.3,265.3,0.85,50.0,130.0,2.0,57.874785665752135
6.8,6.9,81.9,0.56,30.0,40.0,2.0,54.24589225870846
7.32,6.6,56.16,0.17,300.0,15000.0,2.07,56.394280791371635
7.3,7.2,116.0,0.12,9.0,27.0,2.0,56.53940125155544
7.8,7.48,82.6,0.2,300.0,1300.0,2.0,65.71690612048562
6.7,6.5,18.7,0.36,500.0,24000.0,2.0,63.45196143329343
5.68,6.93,13.0,0.1,41.0,2613.0,2.0,60.90217716924536
6.6,6.91,95.8,0.1,80.0,170.0,2.0,56.469738786926456
6.3,6.99,70.1,0.46,220.0,2200.0,2.0,62.882727659520356
8.3,6.29,35.4,0.34,1300.0,5000.0,2.0,65.61046765068248
6.8,7.4,52.6,0.17,30.0,80.0,2.0,62.88418552608484
7.1,6.7,62.6,0.05,90.0,3000.0,2.0,51.25406120066367
7.0,6.7,56.9,0.12,33.0,170.0,2.83,57.20108660644511
7.1,7.4,80.4,0.03,130.0,170.0,2.0,63.66470440954022
7.2,7.0,57.9,0.18,60.0,170.0,2.0,54.70306667765111
6.6,6.8,124.8,0.47,130.0,700.0,2.0,55.83111716513109
5.7,6.8,82.7,0.2,230.0,2200.0,2.0,62.66711716638884
7.1,7.2,36.3,0.15,90.0,140.0,2.0,59.30478970036794
6.6,7.9,200.0,0.38,2.8,0.0,2.1,72.84605236531624
6.6,7.4,64.5,0.15,170.0,500.0,2.0,67.03800839722757
7.32,7.0,72.23,0.12,360.0,360.0,2.26,63.105055108980736
6.8,7.5,83.8,0.47,30.0,220.0,2.0,64.69056753642195
8.5,7.61,90.3,0.09,300.0,800.0,3.0,73.33682355760041
6.5,7.91,164.7,0.04,70.0,220.0,2.0,74.10637825452488
6.9,7.0,27.2,0.12,230.0,1700.0,2.0,60.23373905329214
4.67,6.71,14.0,0.1,41.0,2613.0,2.0,61.9428807478252
7.9,7.4,109.2,0.08,30.0,300.0,2.0,57.64353542747642
8.0,7.81,119.0,0.12,80.0,230.0,2.0,65.37641399518361
8.0,7.4,75.8,0.23,21.0,140.0,2.0,56.9368622581886
8.5,7.5,66.6,0.38,50.0,90.0,2.0,56.91217505481041
6.9,6.9,72.2,0.2,30.0,70.0,2.0,53.72994861769339
5.6,6.3,120.0,0.22,800.0,1700.0,2.0,66.98372024837693
3.78,6.79,18.0,0.1,20.0,6294.0,2.0,67.963944146495
6.5,7.59,83.2,0.16,110.0,350.0,2.0,69.46116760691244
8.1,7.15,99.3,0.02,30.0,110.0,3.0,61.14339740294842
8.48,7.8,76.04,0.17,0.0,0.0,1.88,60.005974800910515
6.5,6.8,45.6,0.02,500.0,1300.0,2.0,64.56649539883303
6.8,7.5,83.8,0.47,30.0,220.0,2.0,64.69056753642195
5.5,7.3,269.4,0.07,130.0,500.0,2.0,69.7457162595995
6.4,6.71,28.5,0.12,7000.0,30000.0,4.0,231.3951345321467
5.2,7.5,138.0,0.55,2.0,40.0,3.0,80.60143332975571
7.0,11.34,675.8,0.11,2.0,2.0,6.0,165.2118655702909
6.7,8.01,54.0,0.15,400.0,3000.0,2.43,86.59205376338677
7.2,6.91,97.1,0.44,17000.0,90000.0,3.0,456.7969570451072
7.0,7.1,64.9,0.15,1100.0,5000.0,2.0,81.48363212060077
7.57,8.6,151.13,0.34,4.0,460.0,4.75,103.90069295770179
5.5,7.2,145.2,0.86,1100.0,8000.0,2.0,91.19501371517822
1.7,6.4,154.0,0.1,3000.0,14000.0,7.0,183.14574070626878
4.3,7.93,344.0,0.93,13000.0,50000.0,6.0,417.7441482278995
5.4,7.5,115.0,0.24,500.0,1300.0,2.0,82.04788870246085
5.6,7.4,155.0,0.19,80.0,1700.0,4.0,87.85141339425367
7.3,7.2,51.4,0.24,5000.0,8000.0,2.0,168.7549645856602
4.8,6.6,61.8,0.17,160000.0,160000.0,17.0,3766.978060660665
7.3,7.4,39.0,0.05,8000.0,14000.0,2.0,239.9215742310612
6.5,7.0,74.9,0.47,3500.0,17000.0,2.0,137.9589145437069
5.3,6.93,54.6,0.07,1300.0,13000.0,2.0,92.89697318985922
0.6,7.21,312.0,0.03,160000.0,160000.0,40.0,4001.4105821250446
5.9,7.9,155.0,0.48,3000.0,8000.0,2.0,143.42880436878878
7.1,7.1,106.0,0.07,2200.0,24000.0,2.0,109.55097064163668
4.0,7.4,225.0,1.6,500.0,2200.0,8.0,140.5323357267116
0.5,6.8,297.0,0.17,160000.0,160000.0,9.0,3720.3716031176245
7.4,7.2,85.4,0.81,30000.0,30000.0,3.0,735.3218182812956
7.3,6.8,51.7,0.43,11000.0,11000.0,2.0,295.2786301948299
1.7,7.86,1093.0,0.05,900.0,8000.0,29.0,355.63458764884894
4.7,7.1,156.0,0.37,30000.0,50000.0,11.0,821.7861670115725
6.3,7.2,96.8,0.37,3000.0,30000.0,3.0,143.05034670025168
6.4,7.41,65.4,0.56,800.0,3000.0,2.0,82.71411472256042
7.7,7.1,75.3,0.14,1300.0,2400.0,2.0,81.96785853647562
0.5,6.58,328.0,0.02,160000.0,160000.0,63.0,4194.557858710466
7.0,5.5,108.0,0.163,17000.0,24000.0,4.1,428.38911771742767
6.2,6.8,39.3,0.1,170.0,2200.0,5.0,85.46965241023224
6.0,7.4,171.0,0.44,160000.0,160000.0,6.0,3677.770995242032
5.4,6.6,30.2,0.12,11000.0,14000.0,2.0,301.57325744426447
7.2,6.76,71.7,0.54,50000.0,50000.0,3.0,1175.6462820791785
8.0,6.54,39.8,0.26,30000.0,160000.0,3.0,749.6787603527655
7.3,7.0,58.8,0.3,13000.0,24000.0,2.0,345.8749390321618
6.8,6.54,15.8,0.04,7000.0,22000.0,2.0,207.03384326991983
6.0,7.5,250.0,0.05,3000.0,3000.0,3.0,143.72450764271107
6.5,7.1,40.0,0.07,5000.0,7000.0,2.0,170.62559771568357
0.8,7.04,210.0,0.02,7000.0,17000.0,2.0,243.5122672863792
6.1,6.4,141.6,0.1,160000.0,160000.0,22.0,3801.523026333589
7.3,6.8,50.9,0.52,17000.0,30000.0,2.0,432.2748081628929
5.5,7.6,201.0,0.38,14000.0,160000.0,2.0,417.21658096427177
7.2,6.75,53.0,0.01,30000.0,90000.0,2.0,732.804773249561
6.0,7.1,172.0,1.0,160000.0,160000.0,6.0,3672.6252883904804
0.5,7.21,328.0,0.02,160000.0,160000.0,63.0,4205.492827467698
6.9,8.2,225.0,1.93,110.0,280.0,6.0,113.74241608921487
1.4,6.0,109.9,0.01,800.0,24000.0,4.0,104.59661837775182
6.7,7.2,64.3,0.54,2300.0,8000.0,2.0,111.92537152355033
5.0,6.6,50.6,1.89,1700.0,8000.0,2.0,96.55602953976032
8.23,7.5,46.15,0.22,790.0,0.0,4.7,98.44633343737806
6.4,6.9,153.0,0.59,8000.0,8000.0,11.0,313.99835081760017
6.6,7.2,142.0,1.19,7000.0,50000.0,2.0,225.80180045603598
7.6,7.22,263.0,1.76,130.0,1100.0,7.0,102.83083411454228
6.2,7.61,368.6,0.01,170.0,1300.0,3.0,81.68852955094042
2.8,6.74,150.2,0.51,11000.0,11000.0,5.0,342.47329903420774
6.2,7.3,116.0,0.53,1700.0,1700.0,2.0,101.40451122313564
5.6,7.18,62.2,0.36,130.0,1100.0,3.0,76.15250984826379
8.8,8.0,66.0,0.19,50.0,110.0,5.0,90.68732339646732
7.3,7.1,63.9,0.07,5000.0,14000.0,2.0,168.33126066231424
6.8,7.11,78.6,0.25,90000.0,160000.0,2.0,2084.318434606802
6.2,6.97,135.6,0.61,5000.0,17000.0,2.0,172.10565569843715
6.6,7.54,42.4,0.14,8000.0,24000.0,2.0,247.94283821735664
5.8,7.0,115.0,0.53,90000.0,90000.0,4.0,2089.4717725379483
5.3,7.7,925.0,3.01,130.0,11000.0,5.0,106.99715910361377
1.8,6.6,163.0,0.82,8000.0,24000.0,16.0,378.750300276316
7.3,7.66,63.4,0.26,11000.0,17000.0,2.0,311.5175587639625
7.1,8.3,194.0,0.15,50.0,1700.0,6.0,113.30098285588751
8.1,7.8,69.0,0.26,1100.0,1400.0,2.0,87.55780875641598
7.0,7.1,125.0,0.12,11000.0,17000.0,3.0,312.0913164432884
5.7,6.96,178.1,2.34,1300.0,2400.0,3.0,98.27502779021565
6.2,6.7,192.0,0.52,2200.0,160000.0,10.0,207.9203241779558
7.2,6.97,74.0,0.21,11000.0,16000.0,2.0,299.7978363586663
8.1,6.6,44.6,0.18,7000.0,13000.0,2.0,199.8510023972913
4.6,7.6,803.7,2.54,500.0,1100.0,10.0,158.80879249063946
5.8,7.39,66.4,0.27,500.0,1700.0,2.0,78.2952794743568
7.7,7.33,183.8,0.75,160000.0,160000.0,9.0,3694.9704756807837
8.5,7.9,207.0,1.71,70.0,280.0,5.0,91.07243901119911
1.0,7.5,1040.0,0.04,800.0,2400.0,10.0,181.09830599241766
7.2,8.35,72.7,0.38,80.0,300.0,2.0,78.63165021026958
1.2,7.1,314.0,0.02,160000.0,160000.0,47.0,4058.578914499685
1.0,7.1,297.0,0.01,1700.0,5000.0,32.0,389.22700064257583
6.2,8.01,286.7,0.12,170.0,1400.0,2.0,79.79527626916408
7.9,7.33,120.1,1.69,90000.0,160000.0,6.0,2118.419993632239
5.4,7.5,351.0,0.24,14000.0,50000.0,7.0,435.8971249903572
7.4,6.8,272.0,1.61,30000.0,90000.0,5.0,759.4901159040168
5.0,8.3,176.7,0.67,30.0,110.0,2.0,87.25399517592993
4.9,7.8,332.0,0.79,40.0,8000.0,2.0,81.07140761274844
7.5,7.37,235.0,0.63,8000.0,17000.0,7.0,283.4699322947587
9.31,8.6,396.4,0.79,20.0,490.0,9.8,140.6970436370182
8.5,7.12,88.6,1.08,90000.0,160000.0,3.0,2085.258456136865
8.1,7.73,90.7,0.19,500.0,500.0,3.0,81.71473309556072
7.2,7.4,35.6,0.1,13000.0,30000.0,2.0,354.5996960104959
6.8,6.9,53.4,0.27,13000.0,50000.0,2.0,352.2940992549028
5.9,7.4,160.0,0.18,170.0,1100.0,4.0,88.26709170582495
7.1,6.9,23.7,0.04,1300.0,2300.0,2.0,81.33852189327595
6.7,7.15,47.5,0.25,5000.0,11000.0,2.0,171.43780858801583
0.3,7.16,338.1,0.1,160000.0,160000.0,26.0,3878.069787569163
7.0,7.0,76.9,0.26,2300.0,3000.0,2.0,105.87634664141643
6.0,7.0,35.1,0.16,5000.0,35000.0,2.0,177.500588716408
6.2,6.8,62.7,0.19,3000.0,13000.0,2.0,123.94711740676082
5.4,8.03,99.3,0.67,17000.0,50000.0,4.0,484.9222042383451
6.7,7.1,23.8,0.18,13000.0,13000.0,2.0,348.04201625277966
6.8,7.24,45.5,0.15,1300.0,2200.0,2.0,88.67792914574592
6.9,7.1,62.9,0.25,3000.0,3000.0,2.0,123.58016395814957
5.2,7.82,138.1,0.92,800.0,5000.0,8.0,149.2143858516771
7.4,8.2,453.0,0.16,1300.0,3000.0,2.0,102.72249475793421
5.1,6.7,150.0,0.06,17000.0,30000.0,6.0,476.5032825449692
8.7,7.3,98.3,0.2,28000.0,90000.0,3.0,699.7570933444073
7.1,6.35,22.2,0.11,1700.0,5000.0,2.0,81.2490741220553
6.8,7.0,49.8,0.03,17000.0,30000.0,2.0,438.09790026547137
5.7,6.4,122.0,0.2,90000.0,160000.0,26.0,2289.7418870402607
6.9,6.5,44.0,0.02,1700.0,11000.0,2.0,86.13763115645756
6.4,7.3,76.5,0.23,800.0,1700.0,2.0,80.483532922437
6.6,6.7,44.9,0.05,5000.0,13000.0,3.0,173.380500940106
7.0,7.29,73.3,0.26,7000.0,17000.0,2.0,218.0197295388939
5.8,7.77,686.4,0.16,500.0,700.0,5.0,111.35121110026643
5.4,6.7,80.3,0.22,1700.0,5000.0,2.0,95.52752274100646
7.6,7.0,62.3,0.18,24000.0,90000.0,2.0,602.4585463371502
1.0,6.9,77.3,0.01,1700.0,9000.0,44.0,492.81758427483686
5.6,6.86,69.1,0.43,2200.0,8000.0,3.0,117.94411565260435
4.5,7.27,245.0,0.45,160000.0,160000.0,23.0,3833.23444118964
5.0,7.22,161.6,1.48,50000.0,90000.0,5.0,1220.8935747003457
6.9,7.24,206.2,1.2,1100.0,2400.0,2.0,83.96535065940185
6.5,7.8,151.0,0.32,280.0,1700.0,2.0,77.1995561293738
6.4,7.55,57.6,0.22,70.0,140.0,4.0,86.02141874812034
9.6,8.4,97.6,0.77,2.0,2.0,5.0,92.76563781587956
6.2,7.5,23.3,0.11,240.0,300.0,4.0,89.89369712724734
6.0,6.9,55.0,0.31,7000.0,11000.0,2.0,214.73499341632314
7.2,7.27,52.2,0.51,11000.0,50000.0,2.0,312.5572254854117
4.0,7.4,194.0,0.48,90.0,160000.0,16.0,237.0681994992437
5.4,6.6,50.4,0.08,7000.0,13000.0,2.0,212.830877754635
7.0,6.87,37.1,0.2,5000.0,17000.0,2.0,166.4545942499947
1.5,7.18,412.1,0.01,160000.0,160000.0,34.0,3943.4672905374773
5.13,6.66,59.1,0.11,2400.0,19863.0,1.2,107.81421529936934
4.2,7.4,164.0,1.59,50.0,1700.0,4.0,94.07780270938358
1.2,7.91,635.0,0.03,50.0,170.0,5.0,125.80999317874621
1.2,7.8,257.2,0.78,160000.0,160000.0,84.0,4398.327716603108
0.5,7.7,1340.0,0.07,50000.0,160000.0,99.0,2098.57112788684
6.4,6.89,40.5,0.21,17000.0,160000.0,2.0,466.8999887325633
2.7,8.2,228.9,0.68,500.0,700.0,8.0,160.24058993923057
7.4,7.6,92.7,0.74,160000.0,160000.0,3.0,3647.966211956242
7.0,7.12,70.2,0.22,50000.0,90000.0,2.0,1182.8217190635667
7.3,6.9,43.8,0.11,17000.0,22000.0,2.0,432.193715710657
6.8,6.54,15.8,0.04,7000.0,22000.0,2.0,207.03384326991983
3.5,7.4,265.0,0.01,8000.0,30000.0,4.0,279.4938465820222
7.9,6.6,67.8,0.35,13000.0,25000.0,2.0,336.27430058600453
7.1,7.5,65.3,0.02,80.0,170.0,4.0,81.99369964276812
5.7,6.61,114.7,0.24,160000.0,160000.0,35.0,3922.1792645602536
7.3,7.57,79.7,0.45,2700.0,11000.0,4.8,149.7564639010193
2.1,7.1,872.0,0.03,170.0,50000.0,19.0,245.0861629587891
9.2,8.28,182.7,2.38,140.0,1300.0,6.0,104.99529172564165
6.6,7.4,58.3,0.39,30000.0,30000.0,2.0,733.7379689580546
3.6,7.6,446.0,0.55,57.0,9000.0,25.0,288.04942443487425
2.8,7.4,480.0,0.68,13000.0,30000.0,6.0,411.338006052902
6.9,7.4,49.2,0.41,1300.0,3000.0,5.0,117.73659879512145
6.6,7.3,62.5,0.28,17000.0,28000.0,2.0,443.85474095656315
8.0,7.8,243.0,1.51,220.0,800.0,3.0,77.45869272438725
0.7,7.4,533.0,0.01,160.0,160.0,61.0,617.489286697535
5.9,7.7,68.7,0.11,350.0,13000.0,2.0,82.35908749833698
7.5,6.6,27.4,0.02,3000.0,5000.0,2.0,112.42467123121884
5.5,6.4,29.5,0.15,160000.0,160000.0,3.0,3636.200008877692
0.5,7.5,650.0,0.1,90000.0,160000.0,24.0,2316.2532279022685
6.4,6.89,40.5,0.21,17000.0,160000.0,2.0,466.8999887325633
1.5,7.37,453.0,0.13,160000.0,160000.0,69.0,4256.611418584612
6.9,6.39,45.9,0.26,8000.0,13000.0,2.0,224.11845740231112
8.0,7.78,60.1,0.15,900.0,9000.0,1.86,83.69431634224834
6.1,7.62,72.6,0.06,1300.0,9000.0,2.0,100.14229961780855
9.8,8.61,178.1,1.81,50.0,500.0,6.0,105.60449295137106
6.8,7.3,93.5,1.03,13000.0,24000.0,2.0,353.5749912969969
1.0,7.1,380.0,0.02,90000.0,160000.0,12.0,2200.6110184560966
7.4,7.1,47.5,0.3,2200.0,30000.0,2.0,109.44769765914022
8.0,6.64,130.1,0.38,7000.0,14000.0,2.0,201.28846089469246
4.1,6.25,173.3,0.07,5000.0,5000.0,5.0,193.5615552423732
7.1,7.2,249.5,0.75,50.0,300.0,6.0,93.97620970345363
7.1,7.24,22.2,0.11,1700.0,5000.0,2.0,96.69688712830386
