Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,WQI
6.9,7.9,403.0,0.07,500.0,3000.0,2.0,4
1.2,7.6,635.0,0.03,50.0,170.0,5.0,4
1.2,7.91,635.0,0.03,50.0,170.0,5.0,4
2.7,7.1,218.0,0.49,3000.0,7000.0,8.0,4
2.1,7.1,872.0,0.03,170.0,50000.0,19.0,4
1.8,7.8,1121.0,0.17,9000.0,22000.0,19.0,4
3.3,7.0,128.0,0.37,13000.0,30000.0,11.0,4
1.6,7.4,722.0,0.01,3000.0,5000.0,4.0,4
1.2,8.3,993.0,0.02,90000.0,90000.0,15.0,4
2.8,7.4,480.0,0.68,13000.0,30000.0,6.0,4
4.2,7.4,415.0,0.29,50000.0,160000.0,9.0,4
2.7,7.4,713.6,0.51,24.0,24000.0,13.0,4
1.0,7.5,1040.0,0.04,800.0,2400.0,10.0,4
1.0,7.93,1040.0,0.04,800.0,2400.0,10.0,4
1.9,6.99,411.6,0.53,50000.0,160000.0,9.0,4
0.5,6.3,150.0,0.01,160000.0,160000.0,20.0,4
1.0,7.93,1040.0,0.04,800.0,2400.0,10.0,4
0.8,7.365,857.1,0.02,800.0,11000.0,8.0,4
3.0,7.65,875.2,0.09,1300.0,8000.0,7.0,4
2.0,7.64,1152.8,0.11,700.0,2800.0,5.0,4
3.6,7.39,450.0,0.53,3000.0,13000.0,7.0,4
3.6,7.26,450.0,0.53,3000.0,13000.0,7.0,4
2.0,7.86,1152.8,0.11,700.0,2800.0,5.0,4
0.8,7.01,857.1,0.02,800.0,11000.0,8.0,4
3.0,7.87,875.2,0.09,1300.0,8000.0,7.0,4
2.2,7.6,694.0,1.58,1700.0,22000.0,5.0,4
1.0,7.62,963.0,0.03,50000.0,90000.0,11.0,4
1.7,7.63,1093.0,0.05,900.0,8000.0,29.0,4
0.5,7.5,650.0,0.1,90000.0,160000.0,24.0,4
2.2,8.02,694.0,1.58,1700.0,22000.0,5.0,4
1.0,7.9,963.0,0.03,50000.0,90000.0,11.0,4
1.7,7.86,1093.0,0.05,900.0,8000.0,29.0,4
0.5,7.78,650.0,0.1,90000.0,160000.0,24.0,4
0.5,7.5,907.0,0.03,160000.0,160000.0,31.0,4
1.5,7.6,1140.0,0.07,1700.0,5000.0,19.0,4
1.6,7.3,627.0,0.29,3000.0,30000.0,9.0,4
0.5,7.7,1340.0,0.07,50000.0,160000.0,99.0,4
0.5,7.7,749.0,0.04,50000.0,50000.0,2.0,4
0.9,7.9,1119.0,0.05,50000.0,160000.0,13.0,4
1.2,7.8,771.0,0.05,13000.0,22000.0,24.0,4
1.2,7.4,756.0,0.12,140.0,5000.0,4.0,4
0.5,7.8,841.0,0.28,160000.0,160000.0,26.0,4
1.8,7.3,677.0,0.32,160000.0,160000.0,6.0,4
5.3,7.3,339.0,1.76,1300.0,8000.0,2.0,4
5.6,7.6,369.0,1.81,1300.0,2400.0,4.0,4
5.3,7.4,640.0,3.42,1100.0,5000.0,2.0,4
5.5,7.6,801.0,1.34,300.0,800.0,4.0,4
4.1,7.4,230.0,0.47,3500.0,37000.0,2.0,4
7.6,7.1,103.0,0.82,1700.0,7000.0,2.0,4
5.0,7.5,550.0,0.15,1300.0,1700.0,2.0,4
5.8,8.2,736.0,0.2,80.0,80.0,2.0,4
3.3,7.5,736.0,2.33,900.0,2200.0,18.0,4
5.4,7.5,353.3,0.57,800.0,13000.0,2.0,4
6.9,6.8,52.0,1.89,80.0,700.0,2.0,3
6.3,7.6,667.3,0.12,70.0,500.0,2.0,3
4.8,7.35,820.0,1.41,800.0,9000.0,28.0,4
6.3,7.95,667.3,0.12,70.0,500.0,2.0,4
6.9,6.61,52.0,1.89,80.0,700.0,2.0,3
4.6,7.31,440.0,1.27,500.0,11000.0,7.0,4
4.6,7.37,440.0,1.27,500.0,11000.0,7.0,4
5.8,7.77,686.4,0.16,500.0,700.0,5.0,4
4.6,7.6,803.7,2.54,500.0,1100.0,10.0,4
7.0,7.68,602.7,0.59,140.0,1700.0,2.0,3
4.6,7.31,440.0,1.27,500.0,11000.0,7.0,4
5.8,8.13,686.4,0.16,500.0,700.0,5.0,4
4.6,7.88,803.7,2.54,500.0,1100.0,10.0,4
7.0,7.94,602.7,0.59,140.0,1700.0,2.0,3
5.9,8.14,401.0,1.83,230.0,700.0,2.0,4
7.0,8.08,623.0,3.82,60.0,220.0,3.0,4
5.9,7.59,401.0,1.83,230.0,700.0,2.0,4
7.0,7.69,623.0,3.82,60.0,220.0,3.0,4
5.6,7.47,269.0,0.99,280.0,2300.0,3.0,4
5.6,7.47,269.0,0.85,300.0,900.0,3.0,4
5.9,7.83,667.0,0.99,280.0,2300.0,2.0,4
5.6,7.53,269.0,0.85,300.0,900.0,3.0,4
5.0,7.5,467.0,0.86,800.0,8000.0,8.0,4
5.9,7.6,680.0,2.03,230.0,700.0,2.0,4
5.3,7.7,925.0,3.01,130.0,11000.0,5.0,4
4.7,7.4,589.0,0.38,90.0,2800.0,2.0,4
4.7,7.5,232.0,0.32,800.0,8000.0,4.0,4
6.6,7.9,489.0,3.09,50.0,80.0,2.0,3
8.8,8.1,656.0,2.62,50.0,3500.0,7.0,4
4.9,7.8,332.0,0.79,40.0,8000.0,2.0,4
6.6,7.5,544.0,2.35,30.0,110.0,2.0,3
4.1,7.1,331.0,0.49,500.0,900.0,5.0,4
2.5,7.7,267.0,0.13,110.0,1100.0,2.0,4
5.1,7.8,400.0,1.23,800.0,14000.0,3.0,4
5.4,7.5,520.0,0.02,170.0,800.0,2.0,3
5.6,7.3,422.0,0.64,500.0,5000.0,2.0,4
6.2,8.0,553.0,1.05,2400.0,2400.0,2.0,4
5.6,8.85,422.0,0.64,500.0,5000.0,2.0,4
5.5,7.8,296.0,0.63,2400.0,2400.0,3.0,4
6.9,7.5,551.0,1.07,1300.0,11000.0,2.0,4
8.8,8.1,674.0,1.11,5000.0,5000.0,6.0,4
5.1,7.7,491.8,0.48,220.0,2800.0,2.0,4
6.2,7.4,151.0,0.35,800.0,1300.0,2.0,4
7.8,7.6,578.0,0.19,1100.0,8000.0,2.0,4
5.3,7.5,596.0,1.43,1700.0,3000.0,2.0,4
6.3,7.4,273.8,0.37,300.0,1100.0,2.0,3
7.8,6.9,53.0,1.06,1300.0,2300.0,2.0,4
12.4,8.0,567.5,0.94,240.0,5000.0,3.0,3
8.3,7.47,562.4,0.45,500.0,800.0,2.0,3
7.8,6.76,53.0,1.06,1300.0,2300.0,2.0,4
12.4,7.99,567.5,0.94,240.0,5000.0,3.0,3
7.3,7.88,445.9,0.76,1100.0,7000.0,2.0,4
8.0,7.71,476.2,0.47,800.0,1700.0,2.0,4
9.0,7.77,606.1,0.01,130.0,170.0,2.0,3
7.0,7.73,610.0,0.13,1400.0,5000.0,2.0,4
7.3,8.01,445.9,0.76,1100.0,7000.0,2.0,4
8.0,7.97,478.2,0.47,800.0,1700.0,2.0,4
9.0,7.93,606.1,1.01,130.0,170.0,2.0,3
7.0,7.88,610.0,0.13,1400.0,5000.0,2.0,4
6.6,7.67,399.0,0.8,300.0,500.0,2.0,3
9.1,7.71,557.0,1.28,1300.0,5000.0,2.0,4
6.0,7.46,619.0,2.49,3000.0,3000.0,2.0,4
5.4,7.73,471.0,0.12,3000.0,7000.0,3.0,4
5.4,7.97,471.0,0.12,3000.0,7000.0,3.0,4
6.6,8.1,399.0,0.8,300.0,500.0,2.0,4
9.1,7.91,557.0,1.28,1300.0,5000.0,2.0,4
6.0,7.88,619.0,2.49,3000.0,3000.0,2.0,4
5.4,7.5,499.0,1.2,230.0,500.0,2.0,4
7.6,7.5,548.0,1.2,13000.0,17000.0,2.0,4
6.4,7.5,638.0,1.95,1300.0,3000.0,2.0,4
4.4,7.4,573.0,0.71,1100.0,2200.0,2.0,4
5.7,8.0,293.0,0.23,900.0,1400.0,2.0,4
7.0,8.3,522.0,1.55,80.0,300.0,2.0,4
7.9,8.0,515.0,0.9,80.0,17000.0,2.0,3
7.4,8.0,589.0,0.2,170.0,170.0,3.0,4
5.5,7.3,266.0,0.14,50.0,280.0,2.0,3
8.3,7.9,564.0,2.05,130.0,170.0,2.0,3
5.7,8.2,270.0,0.51,60.0,1700.0,3.0,4
6.1,8.1,573.0,0.98,1700.0,5000.0,2.0,4
5.6,7.7,493.0,0.28,1300.0,2200.0,2.0,4
2.3,6.9,143.2,0.04,80.0,800.0,2.0,4
2.3,7.25,143.2,0.04,800.0,800.0,2.0,4
2.5,6.8,128.0,0.16,240.0,1400.0,2.0,4
2.2,6.7,39.3,0.02,350.0,1700.0,2.0,4
3.9,7.1,155.0,0.28,300.0,2200.0,6.0,4
2.4,7.0,215.9,0.12,500.0,1600.0,2.0,4
1.9,6.2,78.5,0.02,17000.0,90000.0,2.0,4
6.1,5.5,123.0,0.01,1300.0,5000.0,2.0,3
3.8,6.3,137.0,0.07,1300.0,3000.0,2.0,4
2.6,6.6,172.0,0.06,800.0,800.0,2.0,4
2.7,6.1,146.1,0.23,500.0,1700.0,11.0,4
4.1,6.6,173.3,0.07,5000.0,5000.0,5.0,4
4.1,6.8,120.4,0.02,1100.0,1700.0,2.0,4
2.1,6.43,157.0,0.17,900.0,17000.0,2.0,4
4.1,6.25,173.3,0.07,5000.0,5000.0,5.0,4
4.1,7.29,120.4,0.02,1100.0,1700.0,2.0,4
2.1,7.19,127.0,0.03,1700.0,3000.0,2.0,4
2.6,6.62,115.5,0.04,5000.0,13000.0,2.0,4
3.0,6.58,120.1,0.15,800.0,800.0,2.0,4
0.8,6.45,210.0,0.02,7000.0,17000.0,2.0,4
2.1,6.83,127.0,0.03,1700.0,3000.0,2.0,4
0.8,7.04,210.0,0.02,7000.0,17000.0,2.0,4
2.1,7.19,127.0,0.03,1700.0,3000.0,2.0,4
2.6,7.06,115.5,0.04,5000.0,13000.0,2.0,4
3.0,7.01,120.1,0.15,800.0,800.0,2.0,4
4.7,6.96,318.0,0.06,300.0,1100.0,5.0,4
6.4,6.89,151.7,0.15,220.0,1100.0,2.0,3
7.1,6.56,132.5,0.08,140.0,350.0,2.0,2
2.4,6.81,189.4,0.08,500.0,800.0,4.0,4
4.7,7.37,318.0,0.06,300.0,1100.0,5.0,4
6.4,7.35,151.7,0.15,220.0,1100.0,2.0,3
7.1,7.22,132.5,0.08,140.0,350.0,2.0,3
2.4,7.29,189.4,0.08,500.0,800.0,4.0,4
3.0,6.5,158.0,0.1,1400.0,5000.0,2.0,4
2.5,6.4,141.0,0.14,230.0,230.0,2.0,3
3.3,6.6,157.0,0.25,8000.0,8000.0,2.0,4
2.6,6.5,129.0,0.07,300.0,1300.0,2.0,3
3.4,7.1,200.0,0.06,220.0,1400.0,2.0,4
3.6,7.3,122.7,0.09,170.0,300.0,2.0,4
3.4,6.9,120.0,0.09,110.0,1100.0,2.0,3
1.9,7.1,188.0,0.05,40.0,90.0,3.0,4
5.7,6.3,116.0,0.11,200.0,200.0,2.0,3
4.4,6.6,132.0,0.11,90.0,170.0,2.0,3
3.0,7.4,171.0,0.13,80.0,900.0,2.0,4
3.3,7.0,173.0,0.17,1400.0,8000.0,2.0,4
4.7,6.9,104.0,0.14,280.0,3000.0,2.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.7,7.0,289.0,0.14,500.0,17000.0,9.0,4
7.4,7.6,260.1,0.02,110.0,800.0,10.0,4
4.3,7.4,229.0,0.01,1100.0,1100.0,4.0,4
7.0,7.0,195.0,0.01,130.0,800.0,3.0,3
3.8,6.9,269.2,0.11,700.0,8000.0,4.0,4
5.1,6.7,150.0,0.06,17000.0,30000.0,6.0,4
5.1,6.54,150.0,0.06,17000.0,30000.0,6.0,4
6.2,7.61,368.6,0.01,170.0,1300.0,3.0,4
6.2,7.39,368.6,0.01,170.0,1300.0,3.0,4
6.2,7.4,353.0,0.01,13000.0,13000.0,3.0,4
5.1,7.04,329.0,0.04,30.0,500.0,4.0,4
6.2,7.59,353.0,0.01,13000.0,13000.0,3.0,4
5.1,7.41,329.0,0.04,30.0,500.0,4.0,4
3.6,7.1,350.0,0.04,50000.0,50000.0,2.0,4
5.7,6.8,306.0,0.08,23.0,2200.0,3.0,3
2.2,6.7,304.0,0.02,3000.0,3000.0,2.0,4
5.6,7.9,326.0,0.01,130.0,300.0,3.0,4
2.3,7.2,338.0,0.02,170.0,2200.0,6.0,4
0.6,6.4,209.0,0.07,220.0,1100.0,4.0,4
1.1,7.5,180.0,0.07,220.0,800.0,2.0,4
2.8,7.1,230.0,0.24,50.0,140.0,2.0,4
6.5,7.2,103.0,0.01,170.0,1300.0,2.0,3
6.9,7.8,311.17,0.05,0.0,0.2,0.4,3
5.0,6.5,440.1,0.2,1400.0,1400.0,0.4,3
6.4,6.8,364.82,0.41,0.0,0.0,1.24,2
5.68,8.2,217.39,0.31,0.0,0.0,3.4,4
9.31,8.6,396.4,0.79,20.0,490.0,9.8,4
6.17,8.2,423.87,0.24,3500.0,24000.0,3.26,4
7.58,7.6,427.72,0.28,43.0,2400.0,3.19,3
7.62,7.5,294.81,0.37,360.0,360.0,2.98,4
8.4,7.4,295.42,0.05,9000.0,9000.0,4.15,4
6.57,7.4,326.25,0.05,460.0,460.0,3.2,4
7.8,8.2,36.5,0.15,3500.0,3500.0,3.83,4
5.5,8.3,136.1,0.03,80.0,300.0,6.0,4
5.8,7.6,403.0,0.1,130.0,240.0,3.0,4
5.5,8.03,136.1,0.03,80.0,300.0,6.0,4
5.1,7.8,265.0,0.23,110.0,1100.0,4.0,4
5.3,7.7,433.4,0.07,17000.0,90000.0,4.0,4
7.6,7.9,373.0,0.03,50.0,80.0,2.0,3
5.2,7.8,430.0,0.05,1700.0,27000.0,6.0,4
5.5,7.3,269.4,0.07,130.0,500.0,2.0,3
2.0,6.8,48.9,0.31,60.0,500.0,5.0,4
6.3,6.01,48.9,0.31,60.0,500.0,2.0,2
7.1,8.0,420.0,0.17,30.0,240.0,2.0,3
5.5,7.72,500.0,0.15,50.0,1300.0,2.0,4
7.1,8.2,420.3,0.17,30.0,240.0,2.0,4
5.5,7.93,500.0,0.15,50.0,1300.0,2.0,4
9.3,8.15,410.0,0.14,30.0,70.0,4.0,4
5.4,7.75,338.0,0.39,80.0,230.0,3.0,4
5.4,7.51,338.0,0.39,80.0,230.0,3.0,4
9.3,8.11,401.0,0.14,30.0,70.0,4.0,4
7.8,8.2,436.0,0.46,900.0,5000.0,4.0,4
7.2,7.7,398.0,0.03,280.0,1700.0,2.0,3
6.1,7.6,294.0,0.03,280.0,1700.0,3.0,4
4.5,7.7,220.0,0.11,230.0,700.0,2.0,4
8.4,8.3,394.0,0.65,50.0,230.0,2.0,3
8.6,8.6,391.0,0.12,50.0,700.0,2.0,4
7.0,8.2,428.0,0.03,70.0,220.0,2.0,4
8.6,7.9,508.0,1.77,2.0,30.0,2.0,3
4.4,7.2,259.0,0.28,230.0,500.0,2.0,4
5.0,9.1,357.0,0.55,170.0,2200.0,5.0,4
7.4,8.2,453.0,0.16,1300.0,3000.0,2.0,4
2.6,7.2,287.0,0.06,30.0,500.0,2.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.0,7.0,110.0,0.099,30.0,1700.0,1.0,2
7.2,5.7,103.0,0.27,900.0,5000.0,1.8,3
5.6,5.0,96.0,0.049,50.0,80.0,1.0,1
6.3,5.0,121.0,0.036,1700.0,3000.0,2.2,3
7.0,5.5,112.0,0.01,50.0,80.0,3.1,2
7.0,5.2,120.0,0.13,14.0,19.0,6.0,3
5.4,6.5,104.0,0.08,600.0,2600.0,4.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.0,5.5,108.0,0.163,17000.0,24000.0,4.1,4
7.6,5.0,91.0,0.038,3000.0,5000.0,3.8,4
6.6,5.0,84.0,0.28,9000.0,16000.0,1.0,4
5.0,6.5,103.0,0.07,32.0,45.0,2.0,3
7.0,5.5,87.0,0.18,140.0,0.0,3.0,2
6.9,7.1,81.0,0.15,200.0,200.0,2.0,3
6.9,7.1,81.0,0.15,200.0,200.0,2.0,3
6.5,6.0,80.0,0.05,200.0,0.0,2.0,2
7.3,6.0,73.0,0.04,200.0,0.0,2.0,2
6.6,6.0,1920.0,0.05,200.0,0.0,2.0,2
7.3,7.0,160.0,0.07,800.0,0.0,2.0,3
8.5,6.8,106.1,0.04,200.0,0.0,2.0,2
7.6,6.0,92.0,0.05,1300.0,0.0,2.0,3
7.2,6.0,70.6,0.03,80.0,0.0,2.0,2
7.5,6.0,95.08,0.11,200.0,0.0,2.0,2
2.7576819731104063,1.8284630473884207,19.966216981400457,0.0689420493277601,0.0059949608111095,0.8392945135553411,0.0299748040555479,1
3.810546657058501,2.526558109571398,27.58918617681161,0.0952636664264625,0.0082837970805619,1.1597315912786743,0.0414189854028098,1
3.8043923518638953,2.5224775376488875,27.54462766931023,0.0951098087965973,0.0082704181562258,1.1578585418716203,0.0413520907811293,1
2.781430226815308,1.844209172127541,20.138159500887795,0.0695357556703827,0.0060465874495984,0.8465222429437895,0.0302329372479924,1
0.6475243095437051,0.4293367704583266,4.6882167672506725,0.0161881077385926,0.0014076615424863,0.197072615948084,0.0070383077124315,1
2.0002461533676907,1.3262501669068385,14.48221698650238,0.0500061538341922,0.0043483612029732,0.6087705684162539,0.0217418060148662,1
8.683547848570868,5.757569769161119,62.87077415144625,0.2170886962142717,0.0188772779316758,2.642818910434612,0.094386389658379,1
1.3549022171434562,0.898359078758161,9.809786596078872,0.0338725554285864,0.0029454396024857,0.4123615443480086,0.0147271980124288,1
7.125019764683259,4.72419788745303,51.58669201364695,0.1781254941170815,0.0154891734014853,2.1684842762079484,0.0774458670074267,1
5.732389684425378,3.8008235951081306,41.50374748691026,0.1433097421106344,0.0124617167052725,1.7446403387381584,0.0623085835263628,1
4.952058114766084,3.2834298369644688,35.85397728527923,0.1238014528691521,0.0107653437277523,1.5071481218853298,0.0538267186387617,1
4.775664793071758,3.1664733954062747,34.57685128983803,0.1193916198267939,0.0103818799849386,1.4534631978914048,0.051909399924693,1
5.196340326850717,3.445399564542323,37.62263360560068,0.1299085081712679,0.0112963920148928,1.581494882085001,0.0564819600744643,1
0.5763496932140466,0.3821449052832273,4.172897072281266,0.0144087423303511,0.0012529341156827,0.1754107761955796,0.0062646705784135,1
2.7046251294909736,1.79328405324945,19.58207389949932,0.0676156282372743,0.0058796198467195,0.8231467785407311,0.0293980992335975,1
3.393230057198301,2.249859059664092,24.56772327282379,0.0848307514299575,0.0073765870808658,1.032722191321222,0.0368829354043293,1
8.741453344396938,5.7959636305240565,63.29002252937826,0.2185363336099234,0.0190031594443411,2.660442322207764,0.0950157972217058,1
0.8839973616045533,0.5861286854117145,6.400333071356442,0.0220999340401138,0.0019217333947925,0.2690426752709509,0.0096086669739625,1
8.199670788790764,5.645304903995801,29.22496920653483,0.1390609807991603,1.8205925801766245,2.072487846393283,1.8278413648159528,1
2.0220398164430584,1.3407003130763755,14.64000784492088,0.0505509954110764,0.0043957387313979,0.6154034223957137,0.0219786936569897,1
9.135331324914704,6.057121856736923,66.14178473397483,0.2283832831228676,0.0198594159237276,2.7803182293218662,0.0992970796186381,1
8.673021690085864,5.7505904684264975,62.79456247571951,0.2168255422521466,0.0188543949784475,2.6396152969826545,0.0942719748922376,1
7.127941939129894,4.726135416162212,51.607849191895895,0.1781985484782473,0.0154955259546302,2.1693736336482283,0.077477629773151,1
9.055515651040604,6.034325295927546,61.21022583116289,0.2168650591855093,0.2800718281269153,2.6949204734840744,0.3495638754753227,1
8.761280367325897,5.900581985148135,50.21385081887968,0.190116397029627,0.8096953388133843,2.480931176237016,0.8577884564370859,1
0.7118678655923354,0.4719993456644831,5.154078100772331,0.0177966966398083,0.0015475388382442,0.2166554373541891,0.007737694191221,1
4.857044005387616,3.2204313513983105,35.166054478137944,0.1214261001346904,0.01055879131606,1.4782307842484048,0.0527939565803001,1
9.076695836824076,6.018243978763789,65.71725105335345,0.2269173959206019,0.0197319474713566,2.762472645989936,0.0986597373567834,1
6.59873965587539,4.375251293569551,47.77630961715866,0.1649684913968847,0.0143450862084247,2.0083120691794663,0.0717254310421238,1
8.789726842968753,5.827971058924934,63.63953315327703,0.2197431710742188,0.0191081018325407,2.675134256555708,0.0955405091627038,1
8.86615387195578,5.878645502057637,64.19288145771462,0.2216538467988945,0.0192742475477299,2.698394656682194,0.0963712377386497,1
6.663377351520919,4.418108896117131,48.24430058530527,0.1665844337880229,0.0144856029380889,2.027984411332453,0.0724280146904447,1
6.664366484153701,4.418764734058433,48.25146212059545,0.1666091621038425,0.014487753226421,2.028285451698953,0.0724387661321054,1
8.334160737138236,5.706436698699197,34.25122536704806,0.1512873397398396,1.578510673151176,2.1702987179187168,1.5955405449430478,1
0.2315211944137711,0.1535086180352172,1.6762637782501315,0.0057880298603442,0.0005033069443777,0.0704629722128866,0.0025165347218888,1
5.784894736212015,3.83563672727101,41.88389547598722,0.1446223684053004,0.0125758581222,1.7606201371080046,0.0628792906110001,1
5.254240714478445,3.483790038947664,38.04184499906621,0.1313560178619611,0.0114222624227792,1.599116739189092,0.0571113121138961,1
1.4279371861686023,0.9467844386552696,10.338575648988112,0.035698429654215,0.0031042112742795,0.43458957839914,0.0155210563713978,1
8.905047077894935,5.9659304899522425,55.58680488387344,0.2031860979904486,0.5509152597891165,2.585488783923589,0.6094641381814754,1
7.761287399488278,5.146070993138967,56.19340800868633,0.1940321849872069,0.016872363911931,2.3621309476703454,0.0843618195596552,1
1.351575464686416,0.8961532972377322,9.785700185082844,0.0337893866171603,0.0029382075319269,0.4113490544697789,0.0146910376596349,1
9.148849354915928,6.076749706779967,64.69836089144891,0.2253499413559934,0.1120711611513296,2.762799530847948,0.1883511142361244,1
3.498765150165375,2.319833414783564,25.33182028831692,0.0874691287541344,0.0076060111960116,1.064841567441636,0.0380300559800584,1
4.029665803305377,2.671843630452478,29.175656430236003,0.1007416450826344,0.0087601430506638,1.2264200270929408,0.0438007152533193,1
6.017531882984413,3.989885270239665,43.56823899191215,0.1504382970746103,0.0130815910499661,1.831422746995256,0.0654079552498305,1
8.853291526792905,5.94240523945132,53.65255878768757,0.1984810478902641,0.6440752517727708,2.547848383122113,0.6988600900849821,1
2.098908919129084,1.3916678702921104,15.196556859042204,0.0524727229782271,0.0045628454763675,0.6387983666914603,0.0228142273818378,1
8.404893580984572,5.572809874348466,60.85325667710678,0.2101223395246143,0.018271507784749,2.55801108986487,0.0913575389237453,1
7.021584354335253,4.6556157132005485,50.837797156768616,0.1755396088583813,0.0152643138137722,2.1370039339281206,0.0763215690688614,1
2.461471667089574,1.6320627357876525,17.82158997226484,0.0615367916772393,0.0053510253632382,0.7491435508533484,0.026755126816191,1
4.1554506297168965,2.755244439268812,30.08636591798288,0.1038862657429224,0.0090335883254715,1.264702365566012,0.0451679416273575,1
8.022508481491005,5.319271927945123,58.08470542957781,0.2005627120372751,0.0174402358293282,2.441633016105958,0.0872011791466413,1
1.084352348605046,0.7189727528794334,7.850946732671979,0.0271088087151261,0.0023572877143587,0.3300202800102316,0.0117864385717939,1
5.5802798116149575,3.699968135962092,40.402438940399165,0.1395069952903739,0.0121310430687281,1.6983460296219437,0.0606552153436408,1
1.5836109470360098,1.0500029105347457,11.465687519790066,0.0395902736759002,0.0034426324935565,0.4819685490979162,0.0172131624677827,1
8.33351568291952,5.706143492236145,34.2271179316559,0.1512286984472291,1.579671770744863,2.169829587577833,1.5966547295026463,1
3.4552858924601013,2.291004776522459,25.017021010518192,0.0863821473115025,0.0075114910705654,1.0516087498791613,0.0375574553528272,1
4.6507735920851445,3.0836650990999326,33.67261184443386,0.1162693398021286,0.0101103773740981,1.4154528323737396,0.0505518868704907,1
0.1881322684878359,0.1247398736712828,1.362118522171173,0.0047033067121959,0.0004089831923648,0.0572576469310806,0.0020449159618243,1
7.866321334105683,5.215713058483116,56.953876528780384,0.1966580333526421,0.0171006985524036,2.3940977973365123,0.0855034927620183,1
2.528567306529744,1.6765500619382,18.30737698782024,0.0632141826632436,0.0054968854489777,0.7695639628568784,0.0274844272448885,1
7.441045546523941,4.933736721064787,53.8747873754304,0.1860261386630985,0.0161761859707042,2.264666035898591,0.0808809298535211,1
6.0879794309423945,4.036595057472675,44.07829455381227,0.1521994857735598,0.013234737893353,1.8528633050694243,0.0661736894667651,1
6.359971560966603,4.216937665423509,46.04757670391146,0.1589992890241651,0.013826025132536,1.935643518555053,0.0691301256626804,1
0.4872689128037493,0.3230804747937901,3.527932856723659,0.0121817228200937,0.0010592802452255,0.1482992343315756,0.0052964012261277,1
0.3003231643478674,0.1991273154915216,2.174404997522984,0.0075080791086966,0.0006528764442344,0.0914027021928292,0.0032643822211724,1
7.516257913040509,4.9836057901681645,54.41934125952483,0.1879064478260127,0.0163396911153054,2.287556756142764,0.0816984555765272,1
8.997276525262961,5.965585522185224,65.14223797258325,0.224931913131574,0.0195592967940499,2.738301551166988,0.0977964839702495,1
2.575926035099359,1.7079509580550098,18.65026447804004,0.0643981508774839,0.0055998392067377,0.7839774889432833,0.0279991960336886,1
5.354492608391544,3.5502614033900453,38.76769050488704,0.1338623152097886,0.0116402013225903,1.6296281851626435,0.0582010066129515,1
9.102275730403678,6.055579877456218,62.95777752445023,0.2211159754912435,0.1959036852733774,2.7289278039299485,0.2687964656663723,1
2.9094622286912086,1.9290999559800408,21.0651390275132,0.0727365557172802,0.0063249178884591,0.8854885043842808,0.0316245894422957,1
4.1850291400015625,2.774856277609732,30.3005207625548,0.104625728500039,0.009097889434786,1.2737045208700408,0.04548944717393,1
0.179245237589825,0.118847385793253,1.2977744865063272,0.0044811309397456,0.0003896635599778,0.0545528983969032,0.0019483177998893,1
7.107832638075314,4.712802075245588,51.46225348067355,0.1776958159518828,0.0154518100827724,2.1632534115881388,0.0772590504138621,1
5.483403537795756,3.635734954408056,39.70103365788862,0.1370850884448939,0.011920442473469,1.6688619462856649,0.0596022123673451,1
8.603199616265034,5.828727098302288,44.305942022414165,0.1757454196604577,1.0942406907229374,2.3659633572836616,1.1308370264513037,1
1.916360106229164,1.2706300704345548,13.874863769122245,0.0479090026557291,0.0041660002309329,0.5832400323306155,0.0208300011546648,1
4.150684358175459,2.752084194007641,30.05185707587689,0.1037671089543865,0.0090232268655988,1.2632517611838354,0.0451161343279941,1
3.561318520070067,2.361309018742109,25.78472028498556,0.0890329630017516,0.007741996782761,1.083879549586542,0.038709983913805,1
7.119447125372544,4.720502985301361,51.546344893594046,0.1779861781343136,0.0154770589682011,2.1667882555481657,0.0773852948410059,1
8.268389399102583,5.676540635955719,31.79317108827931,0.145308127191144,1.6968990816153484,2.122465017529152,1.7091455833682636,1
5.256598967871623,3.485353663480098,38.05891926629661,0.1314149741967906,0.0114273890605904,1.5998344684826675,0.0571369453029524,1
7.903171426799722,5.240146272117207,57.22067921077495,0.197579285669993,0.0171808074495646,2.4053130429390457,0.085904037247823,1
8.46939329404404,5.767906042747291,39.305234834682295,0.1635812085494583,1.3350920707207263,2.268649668395666,1.361957037560293,1
8.962300501496161,5.991954773407346,57.72652146955201,0.2083909546814692,0.4478590973069088,2.627127637451754,0.5105718610520843,1
9.09268123873677,6.05121874488035,62.59920520406239,0.22024374897607,0.2131737702738134,2.72194999180856,0.2853687694546695,1
8.2518144007553,5.669006545797863,31.173718195500363,0.1438013091595728,1.726734078640459,2.1104104732765823,1.7377751259681171,1
