Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,Classificacao
7.8082865624691316,5.404135263372131,87.9683489798245,0.18000801786243456,2.0,2.0,2.0,
3.944436800269281,2.734454160186677,93.49381280638268,0.13325800000909732,1.0660640000727786,1.0660640000727786,1.0660640000727786,
4.881256477337356,3.383898071451437,115.69897109796923,0.16490731342355933,1.3192585073884746,1.3192585073884746,1.3192585073884746,
5.707192689674889,5.007741694254298,100.7283886445479,0.060969850347029314,47.141528275336285,75.35498344742146,1.0595514942638276,
6.787905584719784,4.7056696823800666,160.8917080486284,0.22932113461891163,1.834569076951293,1.834569076951293,1.834569076951293,
9.075597269709455,6.032960750898984,74.12876279350465,0.23138225255878384,0.15684300331959933,2.7447098976486464,0.2313139930844641,
5.911913612124167,5.022527094208968,109.75885600147714,0.0838303533538653,41.68230367668888,66.48374347461943,1.1732853400689818,
6.438518558435811,4.4634594871318525,152.610291236438,0.21751751886607468,1.7401401509285974,1.7401401509285974,1.7401401509285974,
7.4,5.259946402265308,175.4,0.25,2.0,2.0,2.0,
8.959786367148356,5.970551542296614,81.12824506551684,0.23266904036501826,0.284234996136808,2.6932383853992694,0.3535588346767351,
8.429256494492876,5.6846548886989385,113.19288109117775,0.23856381672785693,0.8678178560578356,2.457447330885723,0.9135625891464079,
9.032959678809119,6.009983826913803,76.70573141241991,0.23185600356878755,0.20374435330996787,2.7257598572484976,0.2763203390348177,
5.702629129731124,5.007412103813914,100.52708494480623,0.06046025281997544,47.26322320717004,75.55273771165132,1.0570161831839575,
4.274354535836137,2.963167401194511,101.31375480887274,0.14440386945392353,1.1552309556313882,1.1552309556313882,1.1552309556313882,
4.607878905593205,3.19438091698556,109.21918378933084,0.1556715846484191,1.2453726771873528,1.2453726771873528,1.2453726771873528,
7.4,5.345353865412906,175.4,0.25,2.0,2.0,2.0,
7.4,5.285282214064424,175.4,0.25,2.0,2.0,2.0,
7.608840826426705,5.242542000907724,162.77789249613267,0.2476795463730366,1.7702750909306249,2.0928181450785353,1.7795569054384783,
7.4,5.139727102321217,175.4,0.25,2.0,2.0,2.0,
6.383667708204927,5.056598223370356,130.56845335081732,0.13650956074955012,29.10219444786863,46.04106597778652,1.4353709490027369,
0.5167348557556579,0.3582229473008818,12.248012662100336,0.017457258640393852,0.13965806912315082,0.13965806912315082,0.13965806912315082,
8.919647664330473,5.948921241333643,83.55418366527101,0.23311502595188363,0.3283875692364795,2.6753989619246545,0.3959274654289451,
7.4,5.285444981686798,175.4,0.25,2.0,2.0,2.0,
7.149591471996043,5.1119149396441586,164.35420159804767,0.2220377143728914,8.677560746772201,12.851036213504827,1.8608841511089125,
6.942383509252348,5.096949920112669,155.21402813035357,0.19889949186651218,14.203106419937388,21.830047932398255,1.7457686162513044,
7.4,5.331367582107102,175.4,0.25,2.0,2.0,2.0,
6.047226448738937,4.1921988759501,143.33561069037967,0.20429819083577488,1.634385526686199,1.634385526686199,1.634385526686199,
7.4,5.1940410638976,175.4,0.25,2.0,2.0,2.0,
7.633281172151796,5.255712631659579,161.30074515644787,0.24740798697609115,1.7433907106330249,2.1036805209563534,1.7537587627286604,
7.4,5.285504893225315,175.4,0.25,2.0,2.0,2.0,
5.700831850346223,5.007282300302783,100.44780495416116,0.060259556621994864,47.31115065743406,75.63061981833035,1.0560176946367905,
7.4,5.191862647266939,175.4,0.25,2.0,2.0,2.0,
3.881991101909455,2.6911641017291217,92.01368098309707,0.13114834803748157,1.0491867842998526,1.0491867842998526,1.0491867842998526,
7.844037817797843,5.428139677664266,80.31247301729049,0.17387923123465548,2.0,2.0,2.0,
7.4,5.359877237089595,175.4,0.25,2.0,2.0,2.0,
6.6244203190179665,4.5923346265624545,157.01666539942585,0.22379798375060697,1.7903838700048558,1.7903838700048558,1.7903838700048558,
3.7105760836577524,2.572331798535712,87.95068176669862,0.1253573001235727,1.0028584009885817,1.0028584009885817,1.0028584009885817,
6.7067837841755,5.079934384412675,144.8214624797415,0.1725908558995975,20.485765755320003,32.039369352395006,1.6148798800975,
0.9929307773545721,0.6883425524093179,23.535143019998912,0.03354495869441121,0.26835966955528967,0.26835966955528967,0.26835966955528967,
3.8778387905137466,2.688285539910205,91.91525998055556,0.13100806724708602,1.0480645379766882,1.0480645379766882,1.0480645379766882,
6.5787663180699045,4.56068529887819,155.93454218776503,0.22225561885371298,1.7780449508297038,1.7780449508297038,1.7780449508297038,
2.705261324879281,1.875404134679826,64.12200491673323,0.09139396367835409,0.7311517094268327,0.7311517094268327,0.7311517094268327,
8.787405112874984,5.877657199715963,91.54677653907252,0.23458438763472242,0.473854375837518,2.616624494611104,0.5355168252986284,
7.4051862529981065,5.132794814115646,175.0865486312978,0.2499423749666877,1.994295121702083,2.0023050013324917,1.9945256218353322,
5.853877966242867,5.018335630895318,107.19883917760201,0.07734970623045345,43.229920900190216,68.9986214628091,1.1410433145793704,
7.4,5.172785290001303,175.4,0.25,2.0,2.0,2.0,
3.3146867015650043,2.2978841593281714,78.56703343979753,0.11198265883665554,0.8958612706932443,0.8958612706932443,0.8958612706932443,
7.4,5.225633425158113,175.4,0.25,2.0,2.0,2.0,
7.4,5.295520377820422,175.4,0.25,2.0,2.0,2.0,
6.7319090933856645,5.081748990077854,145.9297677860121,0.1753965154280659,19.81575750971561,30.950605953287862,1.6288383852142583,
0.96375249255534,0.6681149036228238,22.843538810027923,0.03255920582957231,0.26047364663657846,0.26047364663657846,0.26047364663657846,
1.9943269289049521,1.382553668281406,47.27093828782819,0.06737590976030244,0.5390072780824195,0.5390072780824195,0.5390072780824195,
7.853399219744045,5.434425190399573,78.30779565766807,0.17227441947244942,2.0,2.0,2.0,
7.4,5.313135336979457,175.4,0.25,2.0,2.0,2.0,
7.4,5.303425298033528,175.4,0.25,2.0,2.0,2.0,
7.464689614858797,5.164860514673907,171.49023155528423,0.24928122650156892,1.9288414236553244,2.0287509399372428,1.9317165176490487,
7.676314047691379,5.315525146307069,116.22932035866026,0.2026318775386206,2.0,2.0,2.0,
9.075453135169681,6.032883078396995,74.13747412493908,0.2313838540536702,0.15700155131335025,2.7446458378531915,0.23146613509866953,
7.6263036841860075,5.251952540922459,161.72245677633572,0.24748551462015547,1.751065947395392,2.100579415193781,1.7611238889147702,
8.726773790777692,5.84498365391909,95.21126627849715,0.23525806899135898,0.5405488301445385,2.5896772403456407,0.5995165541791028,
5.645734739596406,5.003303064526407,98.01741017997482,0.054107045921598734,48.78040694409582,78.01816128415571,1.0254081886646702,
7.306042467719052,5.123214178224154,171.25542885382924,0.2395080755619607,4.505534194158638,6.071493065507788,1.9478013709550284,
8.6279489851279,5.7917280642078115,101.18412772663105,0.2363561223874678,0.6492561163593114,2.5457551045012883,0.7038316268094402,
7.7277078989107215,5.350032446411484,105.22369421897555,0.19382150304387635,2.0,2.0,2.0,
7.4,5.263210308736186,175.4,0.25,2.0,2.0,2.0,
7.459738935539027,5.170110428147632,162.6073336609997,0.23975903962188103,2.0,2.0,2.0,
7.081748556184648,4.909374336922601,167.85658064253883,0.23924826203326513,1.913986096266121,1.913986096266121,1.913986096266121,
6.1996400110083405,5.0433073341283805,122.45078715225682,0.11595980122926472,34.00959970644424,54.01559952297189,1.3331333394490783,
7.4,5.319361168858765,175.4,0.25,2.0,2.0,2.0,
7.4,5.309863527034583,175.4,0.25,2.0,2.0,2.0,
3.3758376137898436,2.3402766160462023,80.01647533226196,0.11404856803344066,0.9123885442675252,0.9123885442675252,0.9123885442675252,
6.660985523592282,4.617683207571406,157.88335957271437,0.22503329471595546,1.8002663577276437,1.8002663577276437,1.8002663577276437,
8.638479998904824,5.797403110520933,100.54764495508006,0.23623911112327972,0.6376720012046926,2.5504355550688107,0.6927155567115737,
6.964600009602537,5.098554445137961,156.19402264580083,0.20138033440561665,13.610666410599006,20.867332917223383,1.758111116445854,
5.760076335018709,5.0115610686402405,103.06114500026975,0.06687519074375589,45.73129773283441,73.06335881585592,1.0889312972326164,
7.986785751681993,5.523984718986481,49.74402260409883,0.14940815685451542,2.0,2.0,2.0,
8.676889340757302,5.818101478074769,98.22622701056274,0.23581234065825218,0.595421725166966,2.5675063736699126,0.6521723625339573,
9.107922720496035,6.050380577156196,72.17504846513133,0.2310230808833774,0.12128500745436188,2.759076764664904,0.1971926839208522,
7.456559278720292,5.160479166865935,171.98162003778862,0.24937156356977455,1.9377847934076795,2.025137457209018,1.9402985391285814,
8.725160765109372,5.844114412308938,95.3087557576397,0.23527599149878475,0.5423231583796913,2.5889603400486094,0.6012191923845522,
6.80556299719447,5.087068438686267,149.17872332068941,0.18362120135338253,17.851653408147456,27.758936788239616,1.6697572206635947,
5.769081405764542,5.012211434860773,103.4583686765026,0.06788075697704057,45.491162512945536,72.67313908353648,1.0939341143136347,
7.88001535399156,5.388674940762118,146.38840535514345,0.24466649606676044,1.4719831106092842,2.213340157329582,1.4933171263422427,
7.907399549520512,5.470682554678058,66.74401075267895,0.16301722008219796,2.0,2.0,2.0,
7.4,5.33185881451968,175.4,0.25,2.0,2.0,2.0,
7.4,5.139581068228017,175.4,0.25,2.0,2.0,2.0,
7.678353305714426,5.316894362408257,115.7926278191538,0.20228229044895568,2.0,2.0,2.0,
8.77215625763949,5.8694397610612805,92.46840040633329,0.23475381935956124,0.49062811659656136,2.6098472256175507,0.5516128391583166,
6.581145998886344,5.070860544364014,139.27944017309758,0.158561303208975,23.83610669636418,37.48367338159179,1.545081110492413,
7.4,5.191468104852527,175.4,0.25,2.0,2.0,2.0,
5.773440418708394,4.002398560537035,136.84614181641248,0.1950486627942025,1.56038930235362,1.56038930235362,1.56038930235362,
6.426764824818804,4.455311290718981,152.33169598286733,0.21712043327090552,1.7369634661672442,1.7369634661672442,1.7369634661672442,
7.999990691899398,5.532850893132452,46.9162789775433,0.14714445281724614,2.0,2.0,2.0,
8.4356397258528,5.688094741154009,112.80708568026323,0.2384928919349689,0.8607963015619191,2.4602843226012445,0.9068247338220436,
7.4,5.147568537348035,175.4,0.25,2.0,2.0,2.0,
8.088644582427143,5.501102913863516,133.77908659875058,0.2423483935285873,1.2424909593301419,2.3060642588565083,1.2730973852157927,
7.4,5.214578739685176,175.4,0.25,2.0,2.0,2.0,
7.527217433496625,5.2154174196334475,148.1572953126515,0.22819129711486444,2.0,2.0,2.0,
7.704855337830534,5.334688583971929,110.11740694171861,0.1977390849433371,2.0,2.0,2.0,
4.9424646960907905,3.42633025553321,117.14977131004386,0.1669751586517159,1.335801269213727,1.335801269213727,1.335801269213727,
8.01524666988593,5.461549594327417,138.21517487950547,0.24316392589015634,1.3232286631254786,2.273442964393746,1.3505729595648532,
1.9312034723691056,1.338793758547772,45.77474176399204,0.06524336055301033,0.5219468844240827,0.5219468844240827,0.5219468844240827,
7.801874093909354,5.34656548394004,151.1111762908897,0.24553473228989608,1.5579384966997112,2.178610708404157,1.575799567540127,
2.6502363044703703,1.837258411072027,62.81776321677066,0.08953501028616115,0.7162800822892892,0.7162800822892892,0.7162800822892892,
6.372830677014317,5.055815548895478,130.09041986385378,0.13529942559993208,29.391181946284874,46.51067066271292,1.4293503761190651,
6.377433477791839,5.056147973396077,130.29345452037333,0.13581340502008865,29.26844059221763,46.31121596235365,1.4319074876621327,
6.206586776944803,5.043809045001569,122.757216716343,0.11673552342550303,33.82435261480524,53.714572999058525,1.336992653858224,
6.412912334847823,5.058710335294565,131.85846632606507,0.13977521072467355,28.32233773739139,44.77379882326101,1.451617963804346,
7.4,5.332228676414669,175.4,0.25,2.0,2.0,2.0,
6.183955834489533,5.042174588046466,121.75894069914938,0.11420840151799777,34.42784441361247,54.69524717212027,1.32441990804974,
7.782874275959972,5.3870727281445525,93.41020861942893,0.18436440983543342,2.0,2.0,2.0,
7.980834184201351,5.519988666535193,51.01850826888203,0.15042842556548264,2.0,2.0,2.0,
7.4,5.2694137099347005,175.4,0.25,2.0,2.0,2.0,
6.875940353986678,5.0921512477879265,152.2831467258568,0.19148000619517902,15.974923893688592,24.709251327243962,1.7088557522148209,
7.027229147282172,5.103077660637045,158.95666349678027,0.20837392144650918,11.940556072475419,18.153403617772554,1.7929050818234287,
7.125809985807178,5.110197387863852,163.3051738183833,0.21938211508180155,9.311733711808582,13.881567281688946,1.8476722143373212,
0.7440314271588484,0.5157947596384984,17.635555719413787,0.025136196863474597,0.20108957490779678,0.20108957490779678,0.20108957490779678,
8.678243777236517,5.8188313688441236,98.14436637468842,0.23579729136403868,0.5939318450398297,2.5681083454384526,0.650742679583675,
0.46339955758402684,0.32124861221703416,10.98382194597815,0.01565539045891981,0.12524312367135848,0.12524312367135848,0.12524312367135848,
8.485925250286897,5.715193051543494,109.76788445627135,0.23793416388570116,0.8054822246844129,2.4826334445719542,0.8537455691416083,
6.547878413309157,5.068457885405661,137.81197000930393,0.15484642281952257,24.723242311755804,38.92526875660318,1.5265991185050876,
7.2925103198524,5.122236856433784,170.6585107757114,0.23799698571685124,4.866391470602688,6.657886139729367,1.9402835110291106,
2.4298471165593796,1.684475095668867,57.59394381682638,0.08208942961349255,0.6567154369079404,0.6567154369079404,0.6567154369079404,
3.091655177715089,2.143269062388974,73.28058353665226,0.10444781005794221,0.8355824804635377,0.8355824804635377,0.8355824804635377,
9.182376008457718,6.090502626779992,67.67517446660267,0.23019582212824757,0.03938639069650951,2.792167114870097,0.11860310218351944,
7.56741114444757,5.242404625557654,139.55009921044177,0.22130094666613084,2.0,2.0,2.0,
8.355327239516305,5.644815234628231,117.66108311834513,0.2393852528942633,0.949140036532065,2.4245898842294684,0.991599024955012,
2.5829157201262625,1.7905888708442874,61.22208342029006,0.08726066622048184,0.6980853297638547,0.6980853297638547,0.6980853297638547,
2.6300253069066573,1.823247273571777,62.338707950192926,0.0888522063144141,0.7108176505153128,0.7108176505153128,0.7108176505153128,
7.4,5.259097514878133,175.4,0.25,2.0,2.0,2.0,
1.6507327235785318,1.1443593070213334,39.12682698860465,0.05576799741819363,0.44614397934554906,0.44614397934554906,0.44614397934554906,
7.4,5.1771456781911676,175.4,0.25,2.0,2.0,2.0,
7.907939040192091,5.471044784128975,66.62848267886507,0.1629247359670701,2.0,2.0,2.0,
8.51552222857956,5.731142534290096,107.97907597379422,0.23760530857133821,0.7729255485624835,2.4957876571464714,0.8225043142771307,
9.012935201230231,5.999192858440736,77.91598858786837,0.23207849776410855,0.22577127864674473,2.7168600894356585,0.29745728759031076,
7.4,5.324854720977724,175.4,0.25,2.0,2.0,2.0,
7.967264670438595,5.435692627958576,141.11515361276952,0.24369705921734894,1.3760088625175446,2.2521176313060427,1.4012206256481488,
5.355843795183867,3.7129025228774646,126.94797319935816,0.18094066875621173,1.4475253500496938,1.4475253500496938,1.4475253500496938,
5.633024017065593,5.002385067899182,97.45672608611564,0.05268768190565798,49.1193595449175,78.56895926049093,1.0183466761475521,
7.4,5.251270991610509,175.4,0.25,2.0,2.0,2.0,
9.031557735045986,6.009228334997004,76.79046333574841,0.23187158072171127,0.20528649144941502,2.7251367711315493,0.27780016856257017,
7.4,5.1676926354695105,175.4,0.25,2.0,2.0,2.0,
7.4,5.2778483504040405,175.4,0.25,2.0,2.0,2.0,
5.9422516627509445,5.024718175643124,111.09710112356946,0.08721810234052216,40.87328899330814,65.16909461412573,1.1901398126394138,
0.3892751530602938,0.2698623696215279,9.226873222537222,0.013151187603388292,0.10520950082710634,0.10520950082710634,0.10520950082710634,
7.4,5.207588232433915,175.4,0.25,2.0,2.0,2.0,
8.704966105863294,5.833231734826331,96.52929852396232,0.23550037660151896,0.5645372835503761,2.5799849359392417,0.6225357771443003,
7.777169106327733,5.38324211424862,94.63192994496112,0.1853424389152457,2.0,2.0,2.0,
7.4,5.1439446529952875,175.4,0.25,2.0,2.0,2.0,
7.4,5.288699939581057,175.4,0.25,2.0,2.0,2.0,
6.157826195171881,5.040287447429081,120.60633327591523,0.11129059179419346,35.12463479541648,55.82753154255179,1.3099034417621565,
0.5135096441356257,0.3559870911372647,12.17156642991742,0.017348298788365746,0.13878639030692597,0.13878639030692597,0.13878639030692597,
7.748118712318281,5.363736849699417,100.85286431927103,0.19032250645972332,2.0,2.0,2.0,
7.814451657278926,5.353343393089199,150.3510023359031,0.2453949815857897,1.544103176993181,2.1842007365684117,1.5625232506500222,
7.4311946764140755,5.150944997020879,168.719882865043,0.2446523411861585,2.0,2.0,2.0,
8.14815593603463,5.533172921085328,130.18228651044032,0.2416871562662819,1.1770284703619067,2.3325137493487245,1.2102798452967791,
5.165816419426487,3.5811673286024153,122.44381080640619,0.17452082498062454,1.3961665998449964,1.3961665998449964,1.3961665998449964,
8.769958950842975,5.868255656843159,92.60120318766258,0.23477823387952249,0.4930451540727263,2.6088706448191004,0.5539322185546365,
6.762318023286117,5.083945190570664,147.2711394716209,0.17879217926694962,19.004852712370237,29.632885657601634,1.6457322351589534,
5.69167184663328,5.018334369326656,100.04374701260139,0.05923668954071637,47.55541742311251,76.02755331255783,1.050928803685156,
5.667841634621988,5.013568326924398,98.99256988276993,0.05657564919945535,48.19088974341364,77.06019583304717,1.0376897970122156,
6.282364537608125,5.136472907521625,126.09985793671399,0.12519737336624068,31.803612330449987,50.430870036981226,1.379091409782292,
8.050062200910418,5.582878468883572,36.19382297646905,0.13856076555821406,2.0,2.0,2.0,
1.7696778505927329,1.2818207134023032,41.94614797215746,0.05978641387137609,0.47829131097100874,0.47829131097100874,0.47829131097100874,
8.384347353755228,5.7646761343215935,115.90713965831603,0.2390628071804975,0.9172179108692502,2.4374877127801007,0.9609666821472602,
7.724554283761001,5.493427872212856,155.78429970535598,0.24639384129154443,1.6429902878628992,2.1442463483382226,1.6574149226967216,
6.574523701675088,5.1949047403350175,138.9873232850011,0.15782181335371814,24.012701288664317,37.77063959407952,1.54140205648616,
6.390425965947289,5.158085193189458,130.86656760900817,0.13726423286411388,28.921974241405643,45.74820814228417,1.4391255366373823,
7.4,5.1612888364309475,175.4,0.25,2.0,2.0,2.0,
3.8381330136360803,2.7800531017688366,90.97412575564438,0.12966665586608378,1.0373332469286702,1.0373332469286702,1.0373332469286702,
8.02837227087457,5.575441921442709,40.8385665655743,0.14227903927864521,2.0,2.0,2.0,
8.613828162242244,5.859018244477367,102.03757457203682,0.23651302041953062,0.6647890215335315,2.539479183218775,0.7187369398554091,
7.4,5.328490215497656,175.4,0.25,2.0,2.0,2.0,
7.4,5.131154285055229,175.4,0.25,2.0,2.0,2.0,
8.349018789357043,5.750152168957896,118.04235883658185,0.23945534678492175,0.9560793317072531,2.42178612860313,0.9982579445675661,
7.674300807486356,5.454045991138179,116.66044136827908,0.20297700443091055,2.0,2.0,2.0,
7.4,5.208403834172009,175.4,0.25,2.0,2.0,2.0,
7.4,5.334954537784362,175.4,0.25,2.0,2.0,2.0,
2.689614014025178,1.948152853402021,63.75112135946165,0.09086533831166141,0.7269227064932913,0.7269227064932913,0.7269227064932913,
7.748765200349491,5.479576640119825,100.71442352515899,0.19021167994008725,2.0,2.0,2.0,
7.4,5.266464963900326,175.4,0.25,2.0,2.0,2.0,
8.06711401482523,5.5887248050829355,32.54229882528301,0.1356375974585321,2.0,2.0,2.0,
8.340571490117696,5.746679390381719,118.55290421671992,0.23954920566535895,0.9653713608705345,2.4180317733856427,1.0071745382090989,
7.005588536954111,5.281117707390822,158.0020721300869,0.20595738662654237,12.517639014557044,19.091163398655198,1.7808825205300616,
7.4,5.254438399743221,175.4,0.25,2.0,2.0,2.0,
0.5965332061622224,0.4320835114904744,14.139449237953215,0.020153148856831837,0.1612251908546547,0.1612251908546547,0.1612251908546547,
7.716971848395071,5.49031064878464,156.2425736739446,0.2464780905733881,1.6513309667654226,2.1408763770644756,1.6654186044718702,
7.549769927081766,5.411349689285177,143.3278399006333,0.22432515535741157,2.0,2.0,2.0,
7.423453221962751,5.369641880140242,173.98251332370685,0.24973940864485833,1.9742014558409742,2.010423654205667,1.9752438212615409,
7.4,5.356736288638974,175.4,0.25,2.0,2.0,2.0,
7.980574138870958,5.5590539904700425,51.074195118918965,0.1504730047649785,2.0,2.0,2.0,
6.082179307682679,5.096435861536536,117.2694650166693,0.10284335602456587,37.14188512846188,59.10556333375055,1.2678773931570442,
8.039073901613525,5.622730381774449,136.77508346859145,0.24289917887096085,1.2970187082251226,2.2840328451615663,1.3254219927412794,
7.4,5.199388433837658,175.4,0.25,2.0,2.0,2.0,
4.475476145306221,3.24169623497856,106.08088052523124,0.15119851842250745,1.2095881473800596,1.2095881473800596,1.2095881473800596,
8.06702775719848,5.588695231039479,32.56077027992566,0.1356523844802607,2.0,2.0,2.0,
9.140694826566861,6.075618984255265,70.19433878766166,0.23065894637147932,0.0852356907764511,2.773642145140828,0.1625999052905338,
8.107028796456818,5.650667394098914,132.66796512970154,0.24214412448381314,1.2222683238975,2.314235020647475,1.2536918259622476,
5.8624005685864375,5.052480113717287,107.57478063653508,0.07830139682548551,43.002651504361666,68.6293086945877,1.145778093659132,
6.0084397249445605,5.0816879449889125,114.01673008922118,0.09460910261880928,39.10827400147838,62.300945252402364,1.226910958302534,
5.106000464928759,3.6984003367592093,121.02601102006815,0.17250001570705267,1.3800001256564214,1.3800001256564214,1.3800001256564214,
5.682905266131816,4.1162665170900725,134.700214010746,0.1919900427747235,1.535920342197788,1.535920342197788,1.535920342197788,
7.4,5.254606030409648,175.4,0.25,2.0,2.0,2.0,
7.4,5.180289766658687,175.4,0.25,2.0,2.0,2.0,
0.29475839300728346,0.21350067385392446,6.986570558578052,0.009958053817813645,0.07966443054250916,0.07966443054250916,0.07966443054250916,
1.7495148903873634,1.2672161908751711,41.46823132080317,0.05910523278335686,0.4728418622668549,0.4728418622668549,0.4728418622668549,
7.998644889512859,5.565249676404409,47.204472945746346,0.14737516179779558,2.0,2.0,2.0,
6.31448424889307,5.142896849778614,127.51669409006098,0.12878407445972617,30.947086696184794,49.03901588130029,1.3969356938294835,
7.4,5.167856198906311,175.4,0.25,2.0,2.0,2.0,
5.988042455593848,5.077608491118769,113.11698387452864,0.09233140754131305,39.65220118416405,63.184826924266574,1.2155791419965825,
6.721426024532696,5.22428520490654,145.46734797105336,0.17422590607281768,20.095306012461442,31.404872270249847,1.6230144580737198,
3.3152717643066643,2.401331980632935,78.58090100802552,0.11200242446981973,0.8960193957585578,0.8960193957585578,0.8960193957585578,
7.963327185392786,5.553140749277526,54.76750701374475,0.1534296253612366,2.0,2.0,2.0,
7.482902121541922,5.394081983300568,170.38948788747464,0.24907886531620088,1.9088076663038864,2.036845387351965,1.912492205039083,
7.965655497649081,5.553939027765399,54.2689155748611,0.1530304861173004,2.0,2.0,2.0,
7.5245216868343165,5.402693149771766,148.7345702050514,0.22865342511411718,2.0,2.0,2.0,
6.4735694891814095,5.174713897836282,134.53412080055776,0.14654859295859077,26.704813621829068,42.14532213547224,1.485316382878561,
7.965792807689156,5.553986105493425,54.239511610564946,0.1530069472532875,2.0,2.0,2.0,
7.4,5.3016211520239604,175.4,0.25,2.0,2.0,2.0,
6.957546609248925,5.271509321849785,155.88288931909145,0.20059270469946325,13.798757086695344,21.172980265879936,1.754192560693847,
7.4,5.267364188353683,175.4,0.25,2.0,2.0,2.0,
9.01035703563974,6.022035670207449,78.07181005152914,0.23210714404844732,0.22860726079628368,2.7157142380621075,0.3001786846024945,
7.399202993413026,5.359840598682606,175.3648431538857,0.2499110009311212,2.0212535089859784,2.034536952102215,1.9995572185627921,
9.022489573955482,6.027023491515031,77.3385329163239,0.2319723380671613,0.2152614686489689,2.7211064773135476,0.2873721163803238,
7.123147355645107,5.304629471129021,163.18772224345634,0.21908478804703685,9.382737182797174,13.996947922045408,1.846192975358392,
0.07336081710063258,0.05313702427829625,1.73884963776365,0.0024784059831294836,0.01982724786503587,0.01982724786503587,0.01982724786503587,
8.068392895126927,5.589163278329232,32.268435743533644,0.13541836083538383,2.0,2.0,2.0,
3.739403597024504,2.7085409837907215,88.63397174568891,0.12633120260217917,1.0106496208174334,1.0106496208174334,1.0106496208174334,
8.32289644606273,5.739412983381345,119.6211642404642,0.23974559504374743,0.9848139093309962,2.4101761982501024,1.0258315291560067,
7.737084538193098,5.475571841666205,103.21575389264945,0.19221407916689748,2.0,2.0,2.0,
6.256201437812859,5.131240287562572,124.9457745346339,0.12227582722243596,32.50129499165708,51.56460436144276,1.3645563543404773,
7.463505191564452,5.381773208536384,161.80081683498383,0.2391133957318083,2.0,2.0,2.0,
7.4,5.35249787188144,175.4,0.25,2.0,2.0,2.0,
7.44039204989113,5.373848702819816,166.75033103045678,0.24307564859009215,2.0,2.0,2.0,
7.4,5.257795969674452,175.4,0.25,2.0,2.0,2.0,
7.592883557453638,5.426131505412676,134.09536391099945,0.216934247293662,2.0,2.0,2.0,
7.4,5.216930900654671,175.4,0.25,2.0,2.0,2.0,
9.186396120874601,6.094407294137336,67.4322033389178,0.23015115421250443,0.03496426703793776,2.793953831499823,0.11435965018792005,
4.541208519234153,3.289307792310143,107.63891544238788,0.15341920673088352,1.2273536538470682,1.2273536538470682,1.2273536538470682,
6.367085742611875,5.153417148522375,129.83700442410165,0.13465790792499283,29.544380197016643,46.759617820152044,1.4261587458954867,
7.690922727135135,5.459744935017761,113.10097600349042,0.20012753249111975,2.0,2.0,2.0,
1.1301896588582405,0.8186238610108338,26.788549481585875,0.03818208306953516,0.3054566645562813,0.3054566645562813,0.3054566645562813,
5.775974473767971,5.0351948947535945,103.7624295650983,0.06865048290409012,45.30734736618743,72.37443947005457,1.097763596537762,
5.8207598980305315,5.044151979606107,105.73796439090235,0.07365152194674271,44.113069385852484,70.43373775201029,1.12264438779474,
7.4,5.135894385103771,175.4,0.25,2.0,2.0,2.0,
7.449534533252748,5.380364197003908,172.40618784857423,0.2494496162971917,1.9455120134219777,2.0220153481123324,1.9477135482332109,
8.911669091861956,5.981463959987693,84.03639972018769,0.2332036767570894,0.3371639989518487,2.6718529297164246,0.4043492919234912,
1.83688591951071,1.3305011525104602,43.539160848943055,0.06205695674022668,0.49645565392181346,0.49645565392181346,0.49645565392181346,
7.811649936920657,5.5292338629562705,150.52033520133432,0.2454261118119927,1.5471850693872777,2.1829555275202916,1.565480622139307,
8.069424065371269,5.589516822413007,32.04761800120963,0.13524158879349668,2.0,2.0,2.0,
7.666720270813902,5.46965166689016,159.27972318786425,0.2470364414354011,1.706607702104708,2.1185423425839565,1.7184619363631035,
2.3713305392090778,1.7176123905622513,56.20694278071247,0.0801125182165229,0.6409001457321832,0.6409001457321832,0.6409001457321832,
7.804802390268643,5.526418760443775,150.93419331259688,0.24550219566368175,1.5547173707044932,2.17991217345273,1.5727085880497662,
7.701966454141853,5.463531355705778,110.73604074876621,0.19823432214711104,2.0,2.0,2.0,
7.4,5.194593223702749,175.4,0.25,2.0,2.0,2.0,
3.231397648955455,2.34057991870287,76.59285778740362,0.10916883949173833,0.8733507159339067,0.8733507159339067,0.8733507159339067,
7.4,5.261674578794534,175.4,0.25,2.0,2.0,2.0,
7.4,5.2849421608856435,175.4,0.25,2.0,2.0,2.0,
7.4,5.166878279186978,175.4,0.25,2.0,2.0,2.0,
7.141134169433336,5.308226833886668,163.9811405850038,0.22109331558672243,8.903088815111058,13.21751932455547,1.8561856496851863,
6.62581482224636,5.205162964449272,141.2498316035339,0.1635493218175102,22.644938073430403,35.5480243693244,1.5698971234702,
7.4,5.152135758491717,175.4,0.25,2.0,2.0,2.0,
1.1407133265962388,0.8262464095345736,27.037988849321664,0.03853761238500808,0.30830089908006464,0.30830089908006464,0.30830089908006464,
7.680659233731133,5.4562260229935315,115.2988298052903,0.2018869885032344,2.0,2.0,2.0,
7.934175854520916,5.543146007264314,61.01005629616388,0.15842699636784302,2.0,2.0,2.0,
8.881689495275946,5.969139014724556,85.8483332271832,0.23353678338582282,0.37014155519645864,2.658528664567087,0.4359944216531675,
