17_OD_mgl_02,18_PH,50_Condutivida_de_Eletrica_us_cm_a_20c,13_Nitratos_mgl_n),46_Coliformes_Fecais_nmp_100ml,47_Coliformes_Totais_nmp_100ml,7_DBO_mgl_02)
7.2,,,0.28,,17329.0,2.0
7.8,6.7,,0.65,,24196.0,2.0
7.7,7.3,,0.02,,3076.0,2.0
8.1,6.8,86.6,0.71,,8164.1,
7.5,7.5,63.6,1.43,,24195.7,
7.4,6.7,,0.86,,12033.3,2.0
8.1,7.3,,0.26,,41.0,2.0
9.6,7.4,,0.63,,17328.9,2.0
7.9,6.7,,0.94,,24196.0,2.0
,7.9,150.0,,,,
,6.5,,,,,
9.4,,48.0,,,,
,6.6,52.0,,,,
2.5,6.3,52.0,,,,
8.3,6.7,68.0,,,,
6.2,6.2,55.0,,,,
7.1,6.5,50.0,,,,
5.3,6.6,81.0,,,,
7.6,7.1,56.0,,,,
8.0,6.4,62.0,,,,
7.4,5.9,44.0,0.5,,0.0,
7.5,7.7,60.01,0.2,,,2.4
7.6,7.2,21.9,0.14,920.0,0.0,0.2
7.84,8.0,53.95,0.18,94.0,2400.0,1.09
7.05,7.8,48.0,2.12,210.0,5400.0,1.82
8.62,8.8,64.31,0.73,340.0,790.0,1.3
8.08,7.7,59.52,0.12,240.0,460.0,1.03
7.88,7.4,72.46,0.12,20.0,75.0,2.73
7.62,8.1,90.58,0.12,360.0,2300.0,5.21
7.07,7.6,64.64,0.13,1100.0,1100.0,1.96
7.0,6.7,56.9,0.12,33.0,170.0,2.83
6.7,8.01,54.0,0.15,400.0,3000.0,2.43
8.0,7.78,60.1,0.15,900.0,9000.0,1.86
5.9,7.4,60.8,,,,
7.8,7.56,58.3,,,,
8.1,7.34,72.4,,,,
7.8,6.82,64.8,,,,
7.0,6.7,52.0,,,,
6.8,7.2,26.1,,,,
7.0,6.14,50.25,,,,
6.8,6.8,62.7,,,,
6.2,7.42,53.0,,,,
8.4,6.7,60.4,,,,
6.8,7.4,50.77,,,,
7.8,7.2,57.41,,,,
7.6,7.2,54.35,,,,
7.6,6.03,46.86,,,,
6.4,7.4,64.31,,,,
7.8,6.6,60.69,,,,
6.8,6.9,51.63,,,,
5.6,6.56,57.97,,,,
5.05,5.83,55.25,,,,
7.8,7.3,59.78,,,,
6.8,7.2,48.91,,,,
5.21,6.96,65.7,,,,
5.47,6.95,64.0,,,,
5.73,6.51,59.15,,,,
6.0,6.98,48.6,,,,
5.73,6.76,263.0,,,,
7.1,6.16,62.5,,,,
6.83,7.43,53.0,,,,
6.55,7.2,65.0,,,,
4.4,6.95,44.0,,,,
5.44,7.58,63.0,,,,
5.37,7.07,54.0,,,,
5.44,6.22,52.0,,,,
,6.5,56.0,,,,
5.18,6.75,54.3,,,,
5.43,6.67,57.1,,,,
4.37,7.15,56.0,,,,
5.36,7.14,74.03,,,,
5.28,7.38,59.93,,,,
,7.15,50.36,,,,
,6.95,55.48,,,,
,6.89,47.42,,,,
4.58,6.88,45.0,,,,
,6.99,56.8,,,,
,5.6,49.0,,,,
,6.7,50.7,,,,
,7.2,47.9,,,,
7.38,6.08,52.0,,,,
,7.82,53.3,,,,
,6.7,63.0,,,,
,7.5,61.7,,,,
4.33,7.56,67.0,,,,
6.52,7.07,70.0,,,,
7.13,7.54,102.0,,,,
6.4,6.95,77.0,,,,
6.56,7.0,73.2,,,,
6.22,7.0,184.0,,,,
7.18,7.15,74.0,,,,
6.05,7.05,86.0,,,,
6.8,7.62,76.8,,,,
6.05,7.37,65.0,,,,
6.4,7.39,85.2,,,,
7.38,7.57,89.2,,,,
6.77,7.43,76.4,,,,
6.9,7.01,45.0,,,,
7.86,7.44,79.7,,,,
6.82,6.98,84.0,,,,
6.46,7.58,75.3,,,,
6.75,7.36,77.6,,,,
7.55,7.38,81.5,,,,
7.03,7.5,79.8,,,,
6.49,7.37,66.3,,,,
6.82,7.65,74.3,,,,
7.08,7.87,87.8,,,,
7.31,7.24,58.2,,,,
6.48,7.48,58.6,,,,
70.6,8.19,,,,,
73.0,7.92,,,,,
6.84,7.19,70.3,,,,
6.83,7.3,,,,,
7.99,7.59,,,,,
6.9,7.91,,,,,
8.3,7.1,56.0,,,,
3.6,7.3,42.0,0.09,3.5,,
7.1,6.8,47.0,0.1,0.0,,
7.4,7.2,45.0,0.62,0.0,,
7.5,6.8,42.0,0.7,,0.0,
7.8,6.0,51.7,0.44,,0.0,
7.8,6.6,51.76,0.22,,0.0,
6.0,7.3,48.01,0.9,,0.0,
6.5,7.2,39.86,0.22,0.02,260.0,
7.5,7.2,50.8,0.13,,0.0,2.2
7.1,7.6,46.7,0.2,0.88,0.0,1.1
6.8,7.1,52.5,0.17,,0.0,1.9
5.3,6.9,38.4,0.2,0.023,0.0,3.9
6.8,7.6,47.1,0.12,6.4,,3.2
7.6,6.8,52.04,0.2,,,0.1
7.5,7.4,48.0,0.2,,,3.1
8.5,7.0,58.78,0.18,0.0,2.8,5.8
7.05,7.8,48.0,2.12,210.0,5400.0,1.82
7.1,7.7,58.6,0.11,1300.0,24000.0,2.0
7.2,,54.8,0.26,5000.0,8000.0,2.0
7.1,7.7,58.6,0.11,1300.0,24000.0,2.0
7.2,,54.8,0.26,5000.0,8000.0,2.0
7.7,,69.0,0.16,170.0,1100.0,2.0
6.6,,52.0,0.11,50.0,24000.0,3.0
6.8,,42.6,0.16,220.0,5000.0,2.0
6.9,,57.9,0.22,1700.0,5000.0,2.0
6.6,,52.0,0.11,50.0,24000.0,3.0
6.8,,42.6,0.16,220.0,5000.0,2.0
7.7,,69.0,0.16,170.0,1100.0,2.0
6.9,,57.9,0.22,1700.0,5000.0,2.0
6.3,,41.2,0.12,3000.0,3000.0,2.0
6.8,,67.4,0.03,240.0,1300.0,2.0
7.7,,65.0,0.04,300.0,300.0,3.0
7.2,,62.0,0.14,300.0,500.0,2.0
6.3,,41.2,0.12,3000.0,3000.0,2.0
6.8,,67.4,0.03,240.0,1300.0,2.0
7.7,,65.0,0.04,300.0,300.0,3.0
7.2,,62.0,0.14,300.0,500.0,2.0
8.2,,53.0,0.23,3000.0,5000.0,2.0
6.0,6.61,144.5,0.25,800.0,8000.0,2.0
8.2,,53.0,0.23,3000.0,5000.0,2.0
6.0,6.61,144.5,0.25,800.0,8000.0,2.0
7.9,7.44,59.3,0.14,900.0,2200.0,2.0
7.8,,65.8,0.02,220.0,2400.0,2.0
7.8,,65.8,0.02,220.0,2400.0,2.0
7.9,7.44,59.3,0.14,900.0,2200.0,2.0
7.8,7.79,78.2,0.12,500.0,3000.0,2.0
7.2,7.39,86.8,0.2,300.0,1300.0,2.0
7.6,7.65,84.5,0.07,,,2.0
7.1,7.19,60.3,0.24,300.0,2200.0,2.0
7.1,7.19,60.3,0.24,300.0,2200.0,2.0
7.8,7.79,78.2,0.12,500.0,3000.0,2.0
7.2,7.39,86.8,0.2,300.0,1300.0,2.0
7.6,7.65,84.5,0.07,,,2.0
7.1,7.35,,0.24,300.0,,2.0
7.8,7.21,,0.12,500.0,,2.0
7.2,7.09,,0.2,300.0,,2.0
7.6,6.7,,0.07,0.0,,2.0
7.3,7.26,70.4,0.38,220.0,1100.0,2.0
7.7,7.24,67.5,0.2,500.0,1300.0,2.0
7.1,7.31,75.7,0.1,220.0,220.0,2.0
6.1,6.8,61.4,0.17,3000.0,11000.0,2.0
7.3,7.26,70.4,0.38,220.0,1100.0,2.0
7.7,7.24,67.5,0.2,500.0,1300.0,2.0
7.1,7.31,75.7,0.1,220.0,220.0,2.0
6.1,6.8,61.4,0.17,3000.0,11000.0,2.0
7.3,6.94,,0.38,220.0,,2.0
7.7,7.07,,0.2,500.0,,2.0
7.1,6.63,,0.1,220.0,,2.0
6.1,6.97,,0.17,3000.0,,2.0
6.1,6.3,,0.22,13000.0,,2.0
7.3,6.6,,0.19,30.0,,2.0
7.3,6.6,,0.16,1300.0,,2.0
6.8,6.6,,0.17,30.0,,2.0
6.7,6.9,,0.2,700.0,,2.0
6.9,7.5,,0.18,220.0,,2.0
7.7,7.8,,0.23,50.0,,2.0
7.3,7.4,,0.21,8000.0,,2.0
6.5,7.1,,0.19,1300.0,,2.0
7.4,6.7,,0.18,0.0,,2.0
7.2,6.8,,0.11,23.0,,2.0
6.5,6.3,,0.3,65.0,,2.0
6.8,6.4,,0.18,280.0,,2.0
7.7,6.6,,0.1,90.0,,2.0
7.6,7.7,,0.13,400.0,,2.0
6.8,7.2,,0.07,3000.0,,2.0
7.1,6.8,,0.04,300.0,,2.0
7.2,7.1,,0.03,500.0,,2.0
7.5,6.7,,0.13,350.0,,2.0
6.7,6.9,,0.01,3000.0,,2.0
7.5,7.2,,0.12,,,2.0
8.0,7.2,,0.04,,,2.0
7.9,6.9,,0.16,,,2.0
7.8,6.6,,0.14,,,2.0
7.5,7.2,,0.12,130.0,,2.0
8.0,7.2,,0.04,110.0,,2.0
7.9,6.9,,0.16,0.0,,2.0
7.8,6.6,,0.14,800.0,,2.0
7.4,6.2,,0.0,3000.0,,2.0
7.9,6.7,,0.0,500.0,,2.0
7.7,6.6,,0.0,80.0,,2.0
7.6,7.3,,0.0,1700.0,,2.0
7.2,6.8,,0.19,0.0,,2.0
8.1,6.8,,0.13,1700.0,,2.0
7.5,7.0,,0.12,110.0,,2.0
6.3,6.1,,0.13,22000.0,,2.0
7.8,,,0.3,,4611.1,2.0
7.3,,,0.6,,14136.1,2.0
7.4,7.6,,0.14,,24196.0,2.0
7.0,6.8,,0.72,,24196.0,2.0
6.8,7.9,86.8,1.44,,24196.0,
7.4,6.8,89.7,0.37,,19862.9,
7.6,7.2,,0.83,,3075.9,2.0
7.4,7.2,,0.64,,24195.7,2.0
7.2,6.6,,0.55,,24196.0,2.0
8.3,7.1,,0.32,,9803.9,2.0
8.2,,,0.1,,2851.0,2.0
8.0,,,0.3,,6488.2,2.0
7.6,,,0.18,,6131.4,2.0
7.9,,,0.16,,4351.7,2.0
8.7,,,0.93,,1376.1,2.0
7.9,,,0.13,,6866.7,2.0
8.8,5.9,,0.1,,832.9,2.0
8.0,7.4,,0.09,,2014.2,2.0
8.5,6.9,24.3,0.21,,9803.9,
8.0,7.1,25.8,0.33,,6866.7,
8.8,6.9,,0.14,,228.1,2.0
7.8,7.2,,0.1,,,2.0
8.4,6.0,,0.55,,6866.7,2.0
7.7,6.2,,0.47,,15531.2,2.0
7.8,7.1,,0.11,2.0,,2.0
7.5,7.4,,0.31,3000.0,,2.0
7.5,7.0,,0.1,700.0,,2.0
8.4,6.8,,0.08,30.0,,2.0
7.9,6.7,,0.03,110.0,,2.0
6.9,7.2,,0.05,50.0,,2.0
7.5,6.5,,0.0,140.0,,2.0
7.2,6.2,,0.0,900.0,,2.0
7.9,7.1,,0.0,140.0,,2.0
7.5,7.1,,0.0,50.0,,2.0
7.7,6.3,,0.3,500.0,,2.0
7.5,6.3,,0.19,22000.0,,2.0
8.6,6.0,,0.14,80.0,,2.0
7.6,6.1,,0.05,0.0,,2.0
7.7,7.8,,0.09,3000.0,,2.0
6.8,7.8,,0.16,30000.0,,2.0
7.7,7.6,,0.03,8000.0,,2.0
8.9,7.4,,0.07,5000.0,,2.0
7.8,7.7,,0.06,5000.0,,2.0
7.1,7.2,,0.02,7000.0,,2.0
7.1,7.1,,0.0,17000.0,,2.0
7.1,6.9,,0.0,7000.0,,2.0
7.4,7.7,,0.0,8000.0,,2.0
7.0,7.6,,0.0,5000.0,,2.9
7.5,7.0,,0.21,8000.0,,2.0
7.2,7.1,,0.13,160000.0,,2.0
8.0,6.8,,0.14,7000.0,,2.0
7.2,7.0,,0.04,0.0,,2.0
7.7,,,0.45,,24196.0,2.5
7.3,,,0.66,,24196.0,2.0
,7.4,,,,,
,8.0,,,,,
,,80.0,,,,
7.5,,50.0,,,,
7.4,,,,,,
7.5,7.4,58.0,,,,
8.6,7.48,61.8,,,,
7.4,7.83,62.5,,,,
8.3,8.1,62.5,,,,
7.8,7.57,49.6,,,,
9.8,6.68,53.5,,,,
8.3,8.1,62.5,,,,
8.4,7.11,63.0,,,,
8.4,7.11,63.0,,,,
9.0,6.57,55.0,,,,
9.2,7.2,60.1,,,,
9.2,7.2,60.1,,,,
,7.11,46.33,,,,
,7.57,57.34,,,,
,6.9,57.88,,,,
,6.67,44.45,,,,
6.9,7.73,50.0,,,,
,7.34,46.9,,,,
7.04,7.39,46.8,,,,
,7.62,49.06,,,,
,7.0,42.1,,,,
,7.54,54.0,,,,
,7.17,40.0,,,,
,8.0,43.3,,,,
,6.8,48.9,,,,
,7.59,47.0,,,,
,7.5,51.0,,,,
,6.9,46.5,,,,
,7.3,56.8,,,,
,7.34,53.7,,,,
4.97,7.43,7.5,,,,
5.25,7.25,8.4,,,,
,7.0,38.9,,,,
,7.58,55.0,,,,
,,,,,,
,7.301,71.0,,,,
8.35,7.82,75.9,,,,
7.81,7.3,41.2,,,,
9.07,7.14,68.0,,,,
9.28,,75.8,,,,
9.17,7.51,53.2,,,,
7.87,7.36,46.3,,,,
9.7,7.48,61.0,,,,
8.37,7.89,57.7,,,,
7.96,,47.5,,,,
7.93,7.5,51.4,,,,
9.39,7.67,49.3,,,,
64.6,7.98,,,,,
8.23,7.74,53.2,,,,
8.23,7.74,53.2,,,,
8.5,7.65,54.2,,,,
7.43,7.56,43.4,,,,
7.8,7.5,,0.08,2200.0,,2.0
6.7,7.8,,0.1,5000.0,,2.0
7.5,7.4,,0.04,50000.0,,2.0
7.8,6.8,,0.04,230.0,,2.0
7.8,7.2,,0.08,800.0,,2.0
6.9,6.8,,0.01,7000.0,,2.0
7.4,6.5,,0.0,11000.0,,2.0
7.5,6.4,,0.0,2200.0,,2.0
8.0,7.2,,0.0,110.0,,2.0
7.2,7.0,,0.0,80.0,,2.0
7.4,6.8,,0.26,700.0,,2.0
7.3,6.6,,0.16,30000.0,,2.0
8.6,6.2,,0.13,3000.0,,2.0
7.2,6.4,,0.04,0.0,,2.0
7.7,,,0.25,,24196.0,2.0
7.8,,,0.29,,19862.9,2.0
8.1,6.7,,0.19,,12996.0,2.0
,,,,,,2.0
9.2,6.9,,0.32,,1438.7,2.0
,,,0.23,,,
8.0,7.5,69.8,0.31,,24196.0,
8.7,7.0,47.3,1.01,,24195.7,
8.2,7.0,,0.25,,1616.2,2.0
9.6,6.3,,0.19,,771.2,2.0
7.6,6.2,,0.18,,24196.0,2.0
8.5,5.6,,0.55,,24196.0,2.0
7.3,7.0,,0.75,30000.0,,2.0
5.7,7.4,,0.18,30000.0,,2.0
6.7,6.8,,0.06,17000.0,,2.0
8.5,6.4,,0.13,2300.0,,2.0
6.3,7.2,,0.32,11000.0,,2.0
6.4,6.2,,0.02,24000.0,,2.0
6.4,6.3,,0.0,22000.0,,2.0
6.6,6.1,,0.0,8000.0,,2.0
7.5,6.7,,0.0,11000.0,,4.7
6.4,6.5,,0.0,5000.0,,2.4
7.1,6.5,,0.38,8000.0,,2.0
6.5,6.2,,0.2,30000.0,,2.0
8.0,6.1,,0.56,22000.0,,2.0
6.4,6.3,,0.19,0.0,,2.0
6.6,,,0.68,,198629.0,2.0
6.4,,,0.63,,24196.0,2.0
7.4,7.3,,0.14,400.0,,2.0
6.6,7.4,,0.24,50000.0,,2.0
6.5,7.0,,0.04,800.0,,2.0
7.8,6.9,,0.08,80.0,,2.0
7.6,6.7,,0.08,800.0,,2.0
7.0,6.6,,0.01,1700.0,,2.0
7.7,7.7,,0.04,140.0,,2.0
7.3,7.4,,0.03,1700.0,,2.0
7.0,7.0,,0.04,500.0,,2.0
7.3,6.4,,0.0,2300.0,,2.0
6.8,6.9,,0.0,70.0,,2.0
7.4,,,0.18,,24196.0,2.0
7.4,,,0.2,,12033.3,2.0
7.7,7.7,,0.06,2.0,,2.0
7.1,7.5,,0.06,1300.0,,2.0
7.1,7.5,,0.02,1400.0,,2.0
9.1,7.3,,0.05,50.0,,2.0
7.6,7.1,,0.02,130.0,,2.0
6.8,6.9,,0.01,500.0,,2.0
7.8,7.3,,0.0,800.0,,2.0
8.1,6.6,,0.0,1400.0,,2.0
8.4,7.1,,0.0,300.0,,2.0
7.5,6.9,,0.0,1300.0,,2.0
7.3,7.4,,0.24,140.0,,2.0
7.8,6.7,,0.17,1100.0,,2.0
8.2,6.6,,0.12,60.0,,2.0
6.9,6.7,,0.08,11000.0,,2.0
8.0,,,0.21,,24196.0,2.0
7.9,,,0.22,,19862.9,2.0
,,,,,,
8.1,6.8,,0.05,,12033.3,2.0
9.0,7.4,,0.59,,2045.9,2.0
,,,,,,
8.9,7.3,82.2,0.9,,6131.4,
8.0,7.6,101.0,0.31,,19862.9,
9.2,6.7,,0.17,,1080.7,2.0
8.4,7.1,,0.11,,1564.8,2.0
8.4,7.1,,0.43,,19862.9,2.0
7.8,5.9,,0.63,,1917.9,2.0
,7.4,,,,,
,7.4,,,,,
7.2,,71.0,,,,
,,95.0,,,,
9.5,,55.0,,,,
,7.2,71.0,,,,
7.6,7.9,80.0,,,,
9.2,7.5,69.8,,,,
7.6,7.65,67.2,,,,
7.8,7.43,49.2,,,,
9.3,6.4,63.0,,,,
9.5,7.37,,,,,
8.8,8.39,53.0,,,,
7.5,8.11,73.1,,,,
7.5,8.11,73.1,,,,
8.9,7.2,67.9,,,,
,6.48,42.1,,,,
,7.58,61.17,,,,
,6.81,63.0,,,,
,6.8,62.26,,,,
7.05,7.4,59.0,,,,
,7.31,58.52,,,,
7.23,7.32,52.14,,,,
,7.64,52.7,,,,
,8.3,63.2,,,,
,6.97,57.0,,,,
,7.46,51.0,,,,
,7.9,55.6,,,,
,7.0,69.0,,,,
,7.59,52.9,,,,
,7.6,57.4,,,,
,7.7,47.7,,,,
,7.2,59.1,,,,
,7.19,89.4,,,,
4.83,7.43,18.5,,,,
4.94,7.12,19.7,,,,
,6.3,42.3,,,,
,7.71,74.0,,,,
,,,,,,
,7.116,96.0,,,,
8.46,7.91,115.4,,,,
7.96,7.3,53.1,,,,
9.03,7.32,87.0,,,,
8.55,7.59,103.2,,,,
8.44,7.62,88.2,,,,
7.76,7.92,67.9,,,,
9.26,7.72,81.0,,,,
9.72,8.44,83.4,,,,
8.08,,46.8,,,,
,7.38,61.2,,,,
8.62,7.78,64.5,,,,
77.9,7.96,,,,,
8.37,7.29,66.8,,,,
8.37,7.29,66.8,,,,
8.84,7.82,76.5,,,,
7.5,8.01,81.9,,,,
6.0,,,0.25,3000.0,,0.3
6.9,,49.3,0.3,1300.0,2400.0,2.0
6.0,,,0.25,3000.0,,0.3
6.9,,49.3,0.3,1300.0,2400.0,2.0
6.9,,42.4,0.03,700.0,17000.0,2.0
6.9,,39.2,0.16,2200.0,5000.0,5.0
7.3,,47.4,0.08,300.0,1100.0,2.0
7.5,,44.8,0.59,1300.0,3000.0,2.0
6.9,,42.4,0.03,700.0,17000.0,2.0
6.9,,39.2,0.16,2200.0,5000.0,5.0
7.3,,47.4,0.08,300.0,1100.0,2.0
7.5,,44.8,0.59,1300.0,3000.0,2.0
6.7,,48.0,0.11,1700.0,13000.0,2.0
7.7,,49.8,0.06,80.0,130.0,2.0
7.3,,50.8,0.3,500.0,2400.0,2.0
7.4,,50.9,0.16,5000.0,8000.0,2.0
6.7,,48.0,0.11,1700.0,13000.0,2.0
7.7,,49.8,0.06,80.0,130.0,2.0
7.3,,50.8,0.3,500.0,2400.0,2.0
7.4,,50.9,0.16,5000.0,8000.0,2.0
7.4,,47.9,0.13,2800.0,3500.0,2.0
7.3,7.31,42.7,0.22,300.0,1700.0,3.0
9.4,6.87,51.9,0.14,2400.0,2400.0,2.0
7.5,,34.3,0.27,1100.0,8000.0,3.0
7.4,,47.9,0.13,2800.0,3500.0,2.0
7.3,7.31,42.7,0.22,300.0,1700.0,3.0
9.4,6.87,51.9,0.14,2400.0,2400.0,2.0
7.5,,34.3,0.27,1100.0,8000.0,3.0
7.3,7.39,40.8,0.12,5000.0,5000.0,4.0
7.2,7.94,48.9,0.12,700.0,5000.0,2.0
8.7,7.64,51.3,0.19,110.0,1700.0,2.0
7.9,7.54,41.5,0.17,2800.0,7000.0,2.0
7.3,7.39,40.8,0.12,5000.0,5000.0,4.0
7.2,7.94,48.9,0.12,700.0,5000.0,2.0
8.7,7.64,51.3,0.19,110.0,1700.0,2.0
7.9,7.54,41.5,0.17,2800.0,7000.0,2.0
7.9,7.04,,0.17,2800.0,,2.0
8.7,7.34,,0.19,110.0,,2.0
7.2,7.31,,0.12,700.0,,2.0
7.3,7.0,,0.12,5000.0,,4.0
8.0,7.08,46.1,0.16,90.0,220.0,2.0
7.1,7.11,48.0,0.16,1300.0,3000.0,2.0
7.6,7.06,37.8,0.09,,,2.0
6.9,6.98,32.8,0.09,140.0,500.0,2.0
7.6,7.06,37.8,0.09,,,2.0
6.9,6.98,32.8,0.09,140.0,500.0,2.0
8.0,7.08,46.1,0.16,90.0,220.0,2.0
7.1,7.11,48.0,0.16,1300.0,3000.0,2.0
7.6,6.84,,0.09,0.0,,2.0
6.9,6.51,,0.09,140.0,,2.0
8.0,6.13,,0.16,90.0,,2.0
7.1,6.71,,0.16,1300.0,,2.0
7.7,5.6,,0.05,11000.0,,2.0
7.3,6.8,,0.04,30.0,,3.0
8.3,6.4,,0.16,220.0,,2.0
7.4,6.7,,0.19,90.0,,2.0
7.2,7.3,,0.12,140.0,,2.0
6.7,7.0,,0.13,2300.0,,2.0
8.0,7.5,,0.11,4.0,,2.0
7.8,7.5,,0.08,30.0,,2.0
7.5,7.5,,0.15,5000.0,,2.0
7.3,6.6,,0.1,220.0,,2.0
7.6,7.0,,0.13,40.0,,2.0
7.4,6.9,,0.06,90.0,,2.0
7.7,7.9,,0.05,1300.0,,2.0
6.4,7.1,,0.05,2.0,,2.0
7.8,7.0,,0.19,2.0,,2.0
7.4,7.3,,0.14,400.0,,2.0
6.6,7.4,,0.24,50000.0,,2.0
6.3,7.0,,0.04,800.0,,2.0
7.8,6.9,,0.08,80.0,,2.0
7.6,6.7,,0.08,800.0,,2.0
7.0,6.6,,0.01,,,2.0
7.2,6.7,,0.1,,,2.0
7.9,6.7,,0.03,,,2.0
7.1,6.8,,0.12,,,2.0
7.0,6.6,,0.01,1700.0,,2.0
7.2,6.7,,0.1,130.0,,2.0
7.9,6.7,,0.03,30.0,,2.0
7.1,6.8,,0.12,50.0,,2.0
7.1,6.7,,0.0,11000.0,,2.0
7.5,6.9,,0.0,2200.0,,2.0
7.2,6.8,,0.0,7000.0,,2.0
7.2,6.7,,0.0,1700.0,,2.0
7.8,6.8,,0.0,220.0,,2.0
7.4,6.9,,0.0,220.0,,2.0
7.7,6.8,,0.0,80.0,,2.0
7.3,7.1,,0.0,110.0,,2.0
7.1,7.0,,0.0,1300.0,,2.0
7.5,6.8,,0.0,8000.0,,2.0
7.1,6.5,,0.0,90000.0,,2.5
7.8,7.5,,0.0,14000.0,,2.0
7.3,7.2,,0.24,700.0,,2.0
7.5,6.5,,0.18,24000.0,,2.0
7.8,6.2,,0.28,30.0,,2.0
6.7,6.3,,0.1,22000.0,,2.0
7.6,,,0.25,,24196.0,2.0
7.6,,,0.28,,19862.9,2.0
7.7,,,0.35,,2909.0,2.0
7.5,,,0.77,,3654.0,2.0
7.7,,,0.38,,12033.3,2.0
7.2,,,0.25,,14136.1,2.0
7.6,6.3,,0.39,,4884.4,2.0
8.6,6.7,,0.37,,1721.6,2.0
7.9,7.0,37.1,0.31,,9803.9,
8.0,7.6,77.3,0.55,,14136.1,
8.4,6.9,,0.37,,3075.9,2.0
8.3,7.3,,0.57,,1934.9,2.0
7.7,6.1,,0.35,,2723.0,2.0
8.5,6.2,,0.55,,24196.0,2.0
7.5,6.9,,0.07,90.0,,2.0
6.8,7.0,,0.1,800.0,,2.0
6.6,6.7,,0.02,500.0,,2.0
8.7,6.6,,0.04,2.0,,2.0
7.2,6.4,,0.03,230.0,,2.0
6.7,6.0,,0.01,110.0,,2.0
7.1,6.6,,0.0,700.0,,2.0
7.6,6.1,,0.0,5000.0,,2.0
8.1,6.5,,0.0,23.0,,2.0
7.0,6.1,,0.0,2200.0,,2.0
7.1,6.9,,0.24,110.0,,2.0
7.2,6.0,,0.13,280.0,,2.0
8.1,5.9,,0.07,30.0,,2.0
6.2,6.1,,0.03,170.0,,2.0
7.5,,,0.11,,24195.7,2.0
7.5,,,0.13,,7269.9,2.0
7.6,7.5,,0.05,110.0,,2.0
5.6,7.3,,0.08,2300.0,,2.0
7.2,7.3,,0.03,500.0,,2.0
8.5,7.2,,0.03,110.0,,2.0
7.9,6.9,,0.01,220.0,,2.0
7.1,6.6,,0.01,1100.0,,2.0
7.5,6.8,,0.0,1400.0,,2.0
7.7,6.3,,0.0,1700.0,,2.0
8.1,6.8,,0.0,70.0,,2.0
7.2,6.7,,0.0,3000.0,,2.0
7.1,7.2,,0.26,130.0,,2.0
7.3,6.6,,0.15,1700.0,,2.0
8.2,6.4,,0.09,30.0,,2.0
7.0,6.5,,0.05,900.0,,2.0
7.6,,,0.15,,15531.2,2.0
8.0,,,0.26,,24196.0,2.0
9.5,7.4,,0.31,,2014.2,2.0
,,,,,,
,,,,,,
8.2,6.6,,0.04,,9208.4,2.0
8.1,7.8,89.7,0.24,,24195.7,
8.4,6.5,72.1,1.31,,4351.7,
8.7,7.4,,0.1,,1500.1,2.0
9.6,6.7,,0.13,,1296.3,2.0
6.4,7.2,,0.12,160000.0,,3.0
6.0,7.4,,0.17,50000.0,,2.0
6.9,7.1,,0.02,160000.0,,3.0
7.7,6.6,,0.13,160000.0,,3.0
7.9,6.8,,0.07,170.0,,2.0
7.9,6.9,,0.05,50000.0,,2.0
7.7,6.9,,0.09,90000.0,,4.0
7.0,7.0,,0.06,160000.0,,6.0
6.6,6.7,,0.06,90000.0,,4.0
6.9,7.0,,0.02,160000.0,,4.0
6.7,7.2,,0.01,160000.0,,2.0
6.4,6.5,,0.01,160000.0,,3.0
5.0,6.7,,0.04,160000.0,,2.0
6.7,6.9,,0.04,50000.0,,2.0
7.9,7.1,,0.13,2300.0,,2.0
7.7,6.9,,0.06,1300.0,,2.0
8.1,6.3,,0.09,230.0,,2.0
8.0,6.7,,0.0,80.0,,2.0
7.8,6.4,,0.0,3000.0,,2.0
7.9,,,1.02,,24196.0,2.0
8.0,,,0.36,,19862.9,2.0
7.3,,,0.14,240000.0,,0.2
5.9,,81.3,0.14,2200.0,2800.0,2.0
7.3,,,0.14,240000.0,,0.2
5.9,,81.3,0.14,2200.0,2800.0,2.0
8.9,,29.9,0.07,160000.0,160000.0,5.0
7.3,,38.0,0.13,50000.0,160000.0,6.0
6.9,,92.0,0.07,160000.0,160000.0,7.0
7.0,,74.4,0.14,160000.0,160000.0,3.0
8.9,,29.9,0.07,160000.0,160000.0,5.0
7.3,,38.0,0.13,50000.0,160000.0,6.0
6.9,,92.0,0.07,160000.0,160000.0,7.0
7.0,,74.4,0.14,160000.0,160000.0,3.0
5.8,,80.5,0.07,160000.0,160000.0,7.0
7.5,,76.9,0.11,28000.0,160000.0,6.0
7.2,,90.4,0.04,160000.0,160000.0,10.0
7.1,,81.7,0.11,160000.0,160000.0,5.0
5.8,,80.5,0.07,160000.0,160000.0,7.0
7.5,,76.9,0.11,28000.0,160000.0,6.0
7.2,,90.4,0.04,160000.0,160000.0,10.0
7.1,,81.7,0.11,160000.0,160000.0,5.0
6.9,,51.0,0.12,17000.0,160000.0,4.0
7.4,6.92,69.3,0.19,160000.0,160000.0,6.0
8.8,6.54,76.5,0.07,160000.0,160000.0,4.0
7.0,,57.7,0.18,50000.0,160000.0,4.0
6.9,,51.0,0.12,17000.0,160000.0,4.0
7.4,6.92,69.3,0.19,160000.0,160000.0,6.0
8.8,6.54,76.5,0.07,160000.0,160000.0,4.0
7.0,,57.7,0.18,50000.0,160000.0,4.0
