Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,WQI
8.7,7.05,14.0,0.02,41.0,2142.0,1.0,2
6.8,6.45,25.0,0.08,195.0,2419.0,1.0,2
7.6,6.57,15.0,0.15,10.0,4884.0,1.0,2
6.9,6.4,15.0,0.18,10.0,232.0,2.0,2
6.6,4.04,13.0,0.12,0.0,578.0,2.0,1
6.4,6.74,22.0,0.48,168.0,3873.0,1.0,2
7.89,6.3,13.0,0.05,109.0,5172.0,1.0,2
6.84,6.51,35.5,0.03,145.0,3448.0,1.0,2
6.4,6.57,17.0,0.04,20.0,223.0,1.0,2
6.94,6.53,13.85,0.02,96.0,3873.0,1.0,2
5.62,6.2,16.21,0.08,86.0,3654.0,1.0,2
7.58,6.93,14.81,0.06,30.0,1483.0,1.0,2
7.43,6.72,19.47,0.05,63.0,2613.0,1.0,2
6.32,6.55,14.62,0.02,179.0,852.0,1.0,2
6.06,6.28,17.69,0.02,282.0,2613.0,1.0,2
5.8,6.76,16.74,0.02,161.0,3255.0,1.0,3
6.0,6.35,17.73,0.1,281.0,3609.0,1.0,2
6.05,6.77,16.54,0.1,41.0,3448.0,2.0,3
7.29,6.69,14.43,0.09,160.0,2613.0,1.0,2
7.68,6.87,19.53,0.1,20.0,1541.0,1.0,2
6.58,6.65,17.06,0.1,145.0,1430.0,2.0,3
7.2,7.25,20.75,0.1,63.0,8164.0,1.0,3
6.8,6.87,18.0,0.1,52.0,12033.0,1.0,2
6.22,6.27,16.41,0.1,110.0,4106.0,1.0,2
6.73,6.32,24.0,0.1,74.0,3076.0,1.0,2
3.78,6.79,18.0,0.1,20.0,6294.0,2.0,3
6.35,6.59,193.0,0.1,41.0,1067.0,1.0,2
5.15,6.67,16.0,0.1,185.0,8664.0,1.0,3
8.9,6.02,3.8,0.02,63.0,3873.0,1.0,1
9.2,6.02,4.0,0.07,488.0,2419.0,1.0,2
7.7,6.44,19.0,0.18,10.0,24196.0,1.0,2
7.0,7.4,6.0,0.12,183.0,15531.0,2.0,3
7.7,6.2,6.0,0.1,359.0,5475.0,2.0,2
7.2,7.69,24.0,0.17,63.0,2242.0,1.0,3
7.17,5.99,4.8,0.02,199.0,5475.0,1.0,2
7.39,6.1,9.7,0.02,496.0,15507.0,1.0,2
7.2,5.75,5.0,0.02,121.0,703.0,1.0,2
6.94,5.91,42.8,0.02,663.0,19863.0,1.0,2
7.22,6.25,5.7,0.04,226.0,7701.0,1.0,2
6.64,6.14,5.1,0.02,336.0,6867.0,1.0,2
6.83,6.21,8.3,0.02,379.0,6867.0,1.0,2
6.54,5.91,5.84,0.36,1153.0,24196.0,1.0,3
5.86,6.29,4.39,0.02,259.0,7701.0,1.0,2
7.0456,6.05,5.96,0.09,278.0,4106.0,1.0,2
5.77,5.96,4.85,0.1,552.0,7270.0,2.0,3
6.55,6.17,4.42,0.1,410.0,4884.0,2.0,3
7.45,7.14,21.8,0.09,20.0,2755.0,1.0,2
7.96,6.51,5.13,0.1,189.0,2909.0,1.0,2
7.44,6.33,5.1,0.1,249.0,7270.0,2.0,2
6.85,6.69,9.21,0.1,1039.0,19863.0,1.0,3
6.31,5.72,19.9,0.1,363.0,4884.0,1.0,2
6.65,6.32,8.0,0.1,120.0,4611.0,2.0,2
5.03,5.27,28.0,0.1,122.0,24192.0,2.0,2
6.77,6.08,8.0,0.1,41.0,4611.0,1.0,2
4.38,6.43,11.0,0.1,109.0,3441.0,2.0,3
6.1,5.48,0.1,0.1,369.0,12033.0,1.0,2
7.0,6.64,16.0,0.04,83.0,1986.0,1.0,2
7.0,6.5,9.0,0.19,1624.0,9804.0,2.0,4
6.6,5.94,17.0,0.12,122.0,2700.0,1.0,2
6.6,7.31,25.0,0.31,98.0,3654.0,1.0,3
6.56,6.32,9.5,0.05,86.0,4106.0,3.0,3
7.12,6.53,20.1,0.05,8164.0,24192.0,1.0,4
7.4,6.49,10.0,0.02,31.0,684.0,1.0,2
6.88,6.08,9.49,0.06,63.0,4884.0,1.0,2
6.34,6.24,10.17,0.1,145.0,2755.0,1.0,2
7.83,7.29,14.9,0.07,31.0,2187.0,1.0,2
7.41,6.7,19.48,0.05,41.0,1541.0,1.0,2
6.08,6.59,14.13,0.02,62.0,548.0,1.0,2
6.07,6.41,15.83,0.21,86.0,2723.0,1.0,2
6.09,6.8,18.36,0.02,110.0,2909.0,1.0,2
7.06,6.86,14.62,0.09,63.0,1723.0,1.0,2
5.71,6.34,17.28,0.1,275.0,4352.0,1.0,2
7.15,6.84,16.89,0.1,52.0,2247.0,2.0,3
7.59,6.79,9.38,0.09,350.0,3076.0,1.0,2
7.61,6.78,19.51,0.1,52.0,1723.0,1.0,2
6.64,6.63,16.93,0.1,97.0,1576.0,1.0,2
7.14,7.27,20.56,0.1,97.0,7270.0,1.0,3
5.92,6.33,12.59,0.1,41.0,1873.0,1.0,2
6.46,6.4,10.0,0.1,20.0,571.0,2.0,2
6.1,6.6,28.0,0.1,41.0,2602.0,2.0,3
6.84,6.75,13.0,0.1,31.0,683.0,2.0,3
4.87,6.8,26.0,0.1,20.0,1793.0,2.0,3
4.71,6.49,24.0,0.1,96.0,11199.0,1.0,3
8.9,7.4,7.4,0.06,197.0,2098.0,1.0,2
7.4,6.71,12.0,0.02,312.0,2419.0,1.0,2
8.4,7.2,8.0,0.16,110.0,2909.0,1.0,2
7.4,4.26,10.0,0.19,63.0,2481.0,2.0,1
7.0,5.94,12.0,0.12,75.0,3076.0,1.0,2
7.91,6.18,9.0,0.06,218.0,4884.0,1.0,2
6.81,6.37,17.5,0.06,233.0,4106.0,1.0,2
8.3,5.96,10.0,0.05,20.0,235.0,1.0,1
7.09,6.09,20.7,0.08,109.0,4884.0,1.0,2
6.0,6.1,12.34,0.08,108.0,2613.0,1.0,2
7.73,6.36,12.54,0.09,132.0,1107.0,1.0,2
7.96,6.24,9.84,0.02,98.0,2909.0,1.0,2
6.04,6.07,11.3,0.38,151.0,2282.0,1.0,2
6.31,6.86,9.74,0.06,201.0,4352.0,1.0,3
7.22,6.89,9.07,0.09,359.0,1439.0,1.0,3
7.42,6.38,9.38,0.1,10.0,10.0,2.0,2
6.16,6.23,11.58,0.1,414.0,6131.0,1.0,2
7.45,6.59,9.66,0.12,171.0,5475.0,2.0,2
7.52,6.74,9.71,0.1,110.0,2481.0,1.0,2
6.88,6.6,10.97,0.1,146.0,2187.0,1.0,2
5.99,6.4,10.91,0.1,109.0,3076.0,2.0,3
6.33,7.11,9.0,0.1,240.0,1631.0,2.0,3
6.08,6.2,20.0,0.1,146.0,5172.0,2.0,2
4.29,6.9,13.0,0.1,41.0,3255.0,2.0,3
7.58,6.81,12.0,0.1,74.0,1014.0,2.0,3
5.66,6.22,12.0,0.1,275.0,24192.0,1.0,2
8.9,7.16,8.4,0.1,30.0,1100.0,2.0,2
7.4,6.73,11.0,0.03,49.0,2419.0,1.0,2
8.1,7.04,8.0,0.11,31.0,1019.0,1.0,2
7.4,4.55,11.0,0.26,85.0,2603.0,2.0,1
6.7,6.11,15.0,0.12,52.0,1112.0,1.0,2
6.74,6.4,12.0,0.07,61.0,5172.0,1.0,2
7.18,6.68,15.3,0.04,110.0,4611.0,1.0,2
8.3,6.59,9.0,0.02,20.0,139.0,1.0,2
6.95,6.23,11.76,0.06,256.0,5475.0,1.0,2
5.9,6.3,11.76,0.1,839.0,4884.0,1.0,3
7.65,6.75,9.88,0.06,85.0,2427.0,1.0,2
7.59,6.71,9.0,0.05,20.0,1317.0,1.0,2
7.18,6.43,11.45,0.02,10.0,1860.0,1.0,2
5.56,6.2,12.55,0.36,41.0,24196.0,1.0,2
6.63,6.86,11.71,0.03,52.0,3448.0,1.0,2
7.19,6.86,9.01,0.09,408.0,3448.0,1.0,3
5.34,6.28,14.41,0.1,20.0,4106.0,1.0,2
7.24,6.53,12.35,0.1,20.0,110.0,2.0,2
7.65,6.98,9.63,0.09,31.0,2359.0,2.0,3
6.56,6.63,14.9,0.1,399.0,5172.0,2.0,3
8.24,6.9,12.28,0.1,41.0,2359.0,1.0,2
7.75,7.07,13.15,0.1,97.0,24192.0,2.0,3
5.22,6.34,11.53,0.1,52.0,1403.0,1.0,2
5.43,7.16,12.0,0.1,10.0,733.0,2.0,3
2.9,5.95,32.0,0.1,120.0,15531.0,1.0,3
4.52,6.95,11.0,0.1,20.0,2755.0,2.0,3
7.5,7.01,13.0,0.1,10.0,443.0,2.0,3
5.72,6.13,12.0,0.1,256.0,24192.0,1.0,2
8.6,7.13,8.3,0.06,20.0,1374.0,1.0,2
7.2,6.86,11.0,0.02,31.0,1119.0,1.0,2
7.7,6.75,8.0,0.09,20.0,987.0,1.0,2
7.2,4.5,12.0,0.3,10.0,1296.0,2.0,1
6.5,5.96,16.0,0.13,41.0,375.0,1.0,2
6.96,6.5,11.0,0.05,97.0,5475.0,1.0,2
7.2,6.63,16.6,0.04,132.0,4611.0,1.0,2
7.2,6.6,10.0,0.02,10.0,836.0,1.0,2
7.02,6.31,12.14,0.07,10.0,11199.0,1.0,2
5.87,6.32,11.75,0.1,110.0,4611.0,1.0,2
7.67,6.78,9.78,0.04,31.0,1333.0,1.0,2
7.51,6.81,9.06,0.03,52.0,1670.0,1.0,2
6.98,6.49,12.21,0.02,41.0,1935.0,1.0,2
5.2,6.24,13.84,0.2,4352.0,12033.0,1.0,4
6.62,6.92,11.73,0.02,41.0,2613.0,1.0,2
7.51,7.11,8.59,0.09,10.0,1259.0,1.0,2
5.12,6.39,14.26,0.1,10.0,5794.0,1.0,2
7.75,7.28,9.0,0.09,52.0,1541.0,1.0,2
7.76,7.01,10.81,0.1,20.0,833.0,1.0,2
6.57,6.68,14.66,0.1,109.0,1106.0,1.0,2
7.48,7.53,12.19,0.1,63.0,3448.0,1.0,3
4.97,6.35,11.22,0.1,52.0,3654.0,1.0,2
5.8,6.92,10.0,0.1,41.0,2247.0,2.0,3
6.21,6.5,19.0,0.1,63.0,4352.0,1.0,2
4.67,6.71,14.0,0.1,41.0,2613.0,2.0,3
5.73,6.91,12.0,0.1,41.0,2187.0,1.0,3
7.6,7.57,12.0,0.13,10.0,8164.0,1.0,3
6.9,6.58,14.0,0.06,20.0,2419.0,1.0,2
7.2,5.33,15.0,0.17,41.0,6867.0,2.0,2
6.8,6.18,15.0,0.08,20.0,2451.0,1.0,2
6.54,6.54,14.9,0.07,644.0,19863.0,1.0,3
6.93,6.68,18.4,0.05,108.0,2382.0,1.0,2
7.4,5.31,12.0,0.02,31.0,629.0,1.0,1
6.59,6.27,17.24,0.1,52.0,19863.0,1.0,2
7.69,6.8,9.81,0.07,41.0,987.0,1.0,2
7.5,6.85,9.05,0.04,10.0,2359.0,1.0,2
7.26,6.42,11.36,0.02,10.0,1374.0,1.0,2
7.69,6.8,9.81,0.07,41.0,987.0,1.0,2
7.5,6.85,9.05,0.04,10.0,2359.0,1.0,2
7.26,6.42,11.36,0.02,10.0,1374.0,1.0,2
5.4,6.2,11.79,0.9,3448.0,12997.0,1.0,4
6.69,6.97,11.79,0.02,63.0,3448.0,1.0,2
7.66,7.09,8.48,0.09,10.0,2098.0,1.0,2
7.37,6.83,11.03,0.1,10.0,374.0,1.0,2
5.2,6.39,14.02,0.1,41.0,4160.0,1.0,2
7.95,7.63,7.95,0.09,10.0,2755.0,1.0,3
6.16,6.67,16.37,0.1,63.0,1793.0,1.0,2
7.92,6.54,14.06,0.1,10.0,1529.0,1.0,2
7.4,7.43,14.99,0.1,10.0,1664.0,2.0,3
5.16,7.28,13.24,0.1,31.0,363.0,1.0,3
5.68,6.93,13.0,0.1,41.0,2613.0,2.0,3
4.02,6.42,16.0,0.1,20.0,4352.0,2.0,3
6.58,6.69,29.0,0.1,41.0,1553.0,2.0,3
5.55,6.64,35.0,0.1,63.0,8664.0,1.0,2
