index,Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,WQI
948,1.8,6.2,73.4,0.07,500.0,2.4,2.0,76.48808049694394
949,2.1,6.4,98.7,0.1,13.0,22.0,5.0,94.30833373651544
950,7.1,6.0,38.7,0.05,17.0,30.0,2.0,36.82602558969398
951,5.7,6.3,49.7,0.14,8.0,17.0,2.0,48.57868084763546
952,2.3,6.2,81.4,0.04,1.7,13.0,4.0,80.76016111351484
953,7.1,6.26,38.7,0.05,17000.0,30000.0,2.0,423.810100456623
954,5.7,6.36,49.7,0.14,8000.0,17000.0,2.0,230.243803215143
955,4.1,6.52,60.7,0.13,50.0,160.0,7.0,105.31778287100857
956,4.5,6.64,68.3,0.13,30000.0,160000.0,6.0,794.801189515002
957,1.9,6.73,95.2,0.02,700.0,1400.0,2.0,89.94095848608137
958,4.1,6.84,60.7,0.13,50000.0,160000.0,7.0,1251.6532954838299
959,4.5,7.61,68.3,0.13,30000.0,160000.0,6.0,811.6375699824863
960,1.9,7.08,95.2,0.02,700.0,1400.0,2.0,96.0159411289881
961,5.4,6045.0,34.5,0.13,5000.0,8000.0,2.0,104976.53769486552
962,4.6,6.55,61.6,0.15,7000.0,17000.0,3.0,225.55922775189586
963,1.2,6.45,118.5,0.04,9999.0,9999.0,6.0,331.5570251961547
964,5.4,6.87,34.5,0.13,5000.0,8000.0,2.0,172.15213596711152
965,5.7,7.55,54.8,0.14,50000.0,50000.0,2.0,1187.675214202183
966,4.6,6.88,61.6,0.15,7000.0,17000.0,3.0,231.28706852949367
967,1.2,7.12,118.5,0.04,160000.0,160000.0,6.0,3695.9481571679207
968,4.4,6.1,34.7,0.15,17000.0,50000.0,3.0,447.3107055511675
969,5.0,6.9,74.5,0.3,3000.0,11000.0,7.0,175.28856160216873
970,2.2,6.2,71.9,0.17,2800.0,3500.0,2.0,126.24800885980387
971,0.9,6.4,156.0,0.05,3000.0,14000.0,11.0,222.39793607111434
972,6.1,6.8,42.7,0.19,90000.0,9999.0,4.0,2066.7994601741357
973,5.6,6.8,66.6,0.1,9999.0,9999.0,4.0,298.7547369883291
974,0.7,6.9,133.0,0.06,9999.0,9999.0,19.0,456.85610684590597
975,4.4,6.4,84.2,0.06,50000.0,160000.0,3.0,1207.1619747886125
976,4.3,6.8,129.9,0.3,13000.0,30000.0,5.0,384.73622572732086
977,2.4,6.8,159.3,0.3,24000.0,24000.0,6.0,644.8410385851538
978,2.0,6.8,176.1,0.1,13000.0,30000.0,5.0,395.78973979942356
979,2.4,6.97,159.3,0.3,24000.0,24000.0,6.0,647.7917444402798
980,3.5,6.83,150.5,0.2,11000.0,17000.0,5.0,341.9617895575423
981,1.4,6.66,230.2,0.24,160000.0,160000.0,15.0,3766.7173422810406
982,2.8,6.74,150.2,0.51,11000.0,11000.0,5.0,342.47329903420774
983,3.4,6.78,170.2,0.21,13000.0,24000.0,3.0,369.6859540322122
984,3.4,7.22,170.2,0.21,13000.0,24000.0,3.0,377.3230750690092
985,3.5,7.35,150.5,0.2,11000.0,17000.0,5.0,350.98747805557514
986,1.4,7.64,230.2,0.24,160000.0,160000.0,15.0,3783.727293681179
987,2.8,7.04,150.2,0.51,11000.0,11000.0,5.0,347.68042701384206
988,4.8,6.49,63.2,0.33,5000.0,17000.0,10.0,241.27987605190694
989,4.1,6.59,96.8,0.24,90000.0,160000.0,9.0,2150.2500242663905
990,2.0,6.87,189.1,0.09,160000.0,160000.0,11.0,3732.0418131684996
991,2.3,6.8,199.4,0.1,13000.0,30000.0,7.0,412.0558512508287
992,4.8,6.95,63.2,0.33,5000.0,17000.0,10.0,249.26413895401296
993,4.1,7.24,96.8,0.24,90000.0,160000.0,9.0,2161.5321348889315
994,2.0,7.12,189.1,0.09,160000.0,160000.0,11.0,3736.3810864848615
995,2.3,7.33,199.4,0.1,13000.0,30000.0,7.0,421.2551106815161
996,4.6,6.7,104.0,0.32,50000.0,50000.0,4.0,1195.9485063396714
997,3.1,6.6,128.0,0.19,3000.0,8000.0,3.0,143.14964642958162
998,1.9,6.4,156.0,0.05,17000.0,30000.0,5.0,477.8392590337942
999,2.8,6.5,138.0,0.24,2.0,2.0,8.0,119.00888020754725
1000,4.6,6.7,104.0,0.32,50000.0,50000.0,4.0,1195.9485063396714
1001,3.1,6.6,128.0,0.19,3000.0,8000.0,3.0,143.14964642958162
1002,1.9,6.4,156.0,0.05,17000.0,30000.0,5.0,477.8392590337942
1003,2.8,6.5,138.0,0.24,2.0,2.0,8.0,119.00888020754725
1004,5.5,6.7,43.5,0.14,17000.0,50000.0,2.0,443.58167175151243
1005,3.6,6.7,87.6,0.19,17000.0,28000.0,4.0,465.57323952397405
1006,2.5,7.1,135.0,0.16,3000.0,90000.0,6.0,199.41621740164595
1007,2.8,7.2,154.0,0.1,90000.0,0.001,3.0,2078.5682477949435
1008,2.8,7.2,154.0,0.1,90000.0,0.001,3.0,2078.5682477949435
1009,3.6,6.7,87.6,0.19,17000.0,28000.0,4.0,465.57323952397405
1010,2.5,7.1,135.0,0.16,3000.0,90000.0,6.0,199.41621740164595
1011,5.5,6.7,43.5,0.14,17000.0,50000.0,2.0,443.58167175151243
1012,1.2,6.9,188.0,0.13,160000.0,160000.0,11.0,3736.415400716867
1013,2.2,7.4,117.0,0.07,9000.0,90000.0,11.0,383.09515758759323
1014,4.0,6.4,113.0,0.21,5000.0,22000.0,3.0,182.70608280171996
1015,4.6,6.0,68.2,0.27,30000.0,90000.0,2.0,732.3271583042372
1016,3.6,6.6,87.1,0.21,160000.0,160000.0,3.0,3648.8315052771427
1017,5.2,7.1,147.2,1.2,3.5,160.0,2.0,64.93930175013163
1018,5.8,7.2,146.0,0.14,30000.0,50000.0,5.0,765.0897954685968
1019,4.9,6.5,167.5,2.65,17000.0,50000.0,4.0,461.0027962284239
1020,5.2,8.2,137.0,1.06,160000.0,160000.0,5.0,3686.713531705903
1021,5.2,7.0,146.0,0.82,900.0,30000.0,6.0,125.01375686597417
1022,7.4,6.8,272.0,1.61,30000.0,90000.0,5.0,759.4901159040168
1023,4.0,6.5,309.0,1.14,140.0,2800.0,4.0,81.63667564288328
1024,6.4,6.9,83.0,0.09,1700.0,1700.0,2.0,93.44409865117778
1025,6.7,6.7,137.9,0.38,17000.0,50000.0,3.0,446.7077886595014
1026,7.1,7.4,171.4,0.89,30000.0,50000.0,3.0,744.6903506398367
1027,5.5,7.0,166.8,2.37,17000.0,30000.0,5.0,471.1900867435411
1028,7.1,7.43,171.4,0.89,30000.0,50000.0,3.0,745.2110634378001
1029,4.9,7.09,147.2,2.32,160000.0,160000.0,5.0,3669.030395115641
1030,5.6,7.14,146.4,1.65,160000.0,160000.0,4.0,3657.6050805302048
1031,8.4,7.29,187.9,2.46,30000.0,50000.0,4.0,745.5542040284388
1032,5.5,6.89,131.6,0.73,30000.0,30000.0,4.0,747.9354918709549
1033,4.9,7.36,147.2,2.32,160000.0,160000.0,5.0,3673.716810297312
1034,5.6,7.63,146.4,1.65,160000.0,160000.0,4.0,3666.110056230274
1035,8.4,7.63,187.9,2.46,30000.0,50000.0,4.0,751.4556157386911
1036,5.5,7.16,131.6,0.73,30000.0,30000.0,4.0,752.6219070526258
1037,6.4,6.84,76.5,0.4,30000.0,90000.0,3.0,747.1155979022514
1038,5.9,6.94,144.6,0.44,50000.0,160000.0,7.0,1244.7817703746002
1039,5.0,7.05,161.6,1.48,50000.0,90000.0,5.0,1217.9428688452194
1040,5.0,6.94,163.0,1.36,13000.0,30000.0,3.0,366.2174978855651
1041,5.9,7.47,144.6,0.44,50000.0,160000.0,7.0,1253.9810298052876
1042,5.0,7.22,161.6,1.48,50000.0,90000.0,5.0,1220.8935747003457
1043,5.0,7.38,163.0,1.36,13000.0,30000.0,3.0,373.8546189223621
1044,6.4,7.19,76.5,0.4,30000.0,90000.0,3.0,753.1905805451581
1045,6.1,7.1,106.0,0.66,50000.0,160000.0,2.0,1202.3516312732895
1046,5.55,6.8,134.0,0.29,160000.0,160000.0,2.0,3634.0886080589457
1047,5.5,6.8,182.0,0.74,24000.0,90000.0,3.0,618.0298953012309
1048,5.0,6.8,126.0,0.62,2.0,4.0,7.0,104.8191524344092
1049,5.4,6.9,53.4,0.13,11000.0,17000.0,3.0,316.30263888888885
1050,5.7,7.0,107.8,0.66,160000.0,160000.0,5.0,3663.4293768510042
1051,6.1,7.2,139.0,1.65,17000.0,160000.0,5.0,500.45948969726555
1052,5.3,7.3,148.0,0.83,50000.0,160000.0,6.0,1245.1081401972394
1053,5.1,7.5,155.0,0.67,50000.0,90000.0,7.0,1242.8867208244312
1054,4.9,7.1,160.0,1.46,8000.0,13000.0,5.0,272.7766063836091
1055,6.7,6.6,77.8,0.26,30000.0,90000.0,3.0,741.4916032182455
1056,5.8,7.0,115.0,0.53,90000.0,90000.0,4.0,2089.4717725379483
1057,6.8,7.2,38.5,0.18,14000.0,50000.0,2.0,379.6183880480063
1058,8.2,7.4,42.0,0.14,7000.0,11000.0,4.0,230.51226611246952
1059,7.0,7.2,44.7,0.13,8000.0,13000.0,2.0,237.68213693558698
1060,6.9,6.9,22.9,0.15,50000.0,160000.0,4.0,1212.6615751541176
1061,7.3,7.2,33.3,0.14,28000.0,28000.0,3.0,691.0149668195825
1062,7.0,6.9,43.7,0.11,2400.0,11000.0,2.0,108.1003501514064
1063,5.4,6.6,50.4,0.08,7000.0,13000.0,2.0,212.830877754635
1064,6.1,6.6,30.0,0.02,5000.0,5000.0,2.0,163.42114128897518
1065,6.6,6.7,44.7,0.08,8000.0,30000.0,2.0,234.68464938182478
1066,8.2,7.2,38.1,0.07,3000.0,3000.0,2.0,119.03650010215809
1067,7.1,6.9,42.7,0.16,13000.0,13000.0,2.0,342.64822113342103
1068,8.2,7.17,38.1,0.07,3000.0,3000.0,2.0,118.51578730419465
1069,6.6,7.07,42.4,0.14,8000.0,24000.0,2.0,239.78500438259618
1070,7.1,7.02,33.8,0.21,5000.0,14000.0,2.0,167.91351863078523
1071,7.8,6.88,44.0,0.09,5000.0,9000.0,2.0,160.9985004980731
1072,7.4,6.74,45.7,0.12,5000.0,7000.0,2.0,160.0539297234772
1073,6.6,7.54,42.4,0.14,8000.0,24000.0,2.0,247.94283821735664
1074,7.1,7.72,33.8,0.21,5000.0,14000.0,2.0,180.06348391659873
1075,7.8,7.35,44.0,0.09,5000.0,9000.0,2.0,169.15633433283355
1076,7.4,6.91,45.7,0.12,5000.0,7000.0,2.0,163.00463557860334
1077,7.2,6.63,27.1,0.07,13000.0,17000.0,2.0,338.3526363503092
1078,7.3,6.96,40.7,0.14,5000.0,30000.0,3.0,178.29674794663632
1079,7.2,6.99,38.3,0.19,11000.0,17000.0,2.0,300.3561949401418
1080,7.7,7.05,49.4,0.16,13000.0,30000.0,2.0,346.1288577425493
1081,7.2,7.12,27.1,0.07,13000.0,17000.0,2.0,346.8576120503786
1082,7.3,7.6,40.7,0.14,5000.0,30000.0,3.0,189.40528763652293
1083,7.2,6.99,38.3,0.19,11000.0,17000.0,2.0,300.3561949401418
1084,7.7,7.37,49.4,0.16,13000.0,30000.0,2.0,351.6831275874926
1085,7.2,6.8,31.8,0.31,13000.0,17000.0,2.0,341.33061082573926
1086,7.4,6.9,39.5,0.07,70.0,70.0,2.0,52.18824993613373
1087,6.3,6.3,44.5,0.18,14000.0,28000.0,2.0,361.53513399550224
1088,5.9,6.2,17.5,0.08,13000.0,30000.0,2.0,340.0192062979976
1089,6.8,6.6,22.2,0.12,5000.0,5000.0,2.0,160.0626902446428
1090,8.8,6.9,29.7,0.15,8000.0,13000.0,5.0,250.37054758904105
1091,7.2,6.9,38.7,0.16,7000.0,90000.0,2.0,226.42480540839762
1092,8.6,6.5,38.3,0.17,17000.0,30000.0,2.0,420.77242837823263
1093,6.7,7.4,40.2,0.07,50000.0,90000.0,2.0,1189.1019533172453
1094,7.6,7.0,39.1,0.16,1700.0,2200.0,2.0,89.51527407507096
1095,6.9,6.1,26.4,0.09,2000.0,90000.0,2.0,103.32056926234868
1096,7.0,6.9,39.3,0.05,5000.0,17000.0,2.0,166.959401104118
1097,6.5,7.2,69.3,0.7,12000.0,13000.0,2.0,328.67651605055977
1098,7.4,7.4,105.0,0.75,2300.0,11000.0,2.0,112.72500253648343
1099,6.8,7.1,91.3,0.93,5000.0,11000.0,2.0,170.1728677209214
1100,6.4,7.2,50.0,0.27,11000.0,30000.0,2.0,310.7382015787408
1101,7.0,7.2,61.3,0.35,5000.0,11000.0,3.0,179.7284832995974
1102,7.2,7.2,101.5,0.93,7000.0,30000.0,2.0,218.45180462411412
1103,6.5,6.8,127.7,0.74,5000.0,13000.0,2.0,166.83891685798602
1104,6.5,6.7,49.0,0.05,8000.0,24000.0,2.0,233.8355981335395
1105,7.3,6.8,50.9,0.52,17000.0,30000.0,2.0,432.2748081628929
1106,8.0,7.1,78.5,0.31,11000.0,30000.0,2.0,301.3156772669314
1107,8.0,7.18,78.5,0.31,11000.0,30000.0,2.0,302.7042447281672
1108,6.6,7.1,69.7,0.16,5000.0,24000.0,2.0,173.92306271850094
1109,6.9,7.1,70.2,0.66,13000.0,24000.0,2.0,349.5768873407256
1110,7.8,7.1,101.6,1.38,2200.0,8000.0,3.0,111.63677790299481
1111,7.1,6.78,106.6,0.39,5000.0,5000.0,2.0,161.79187202120417
1112,6.6,7.37,69.7,0.16,5000.0,24000.0,2.0,178.60947790017184
1113,6.9,7.69,70.2,0.66,13000.0,24000.0,2.0,359.81757236733984
1114,7.8,7.47,101.6,1.38,2200.0,8000.0,3.0,118.05890241121051
1115,7.1,7.01,106.6,0.39,5000.0,5000.0,2.0,165.78400347225715
1116,6.7,6.78,47.5,0.25,5000.0,11000.0,2.0,165.01568407980014
1117,6.4,8.15,107.3,0.07,50000.0,50000.0,6.0,1230.1342554275157
1118,6.6,7.03,75.5,0.64,14000.0,90000.0,4.0,404.24468107459137
1119,6.8,6.96,90.1,0.77,5000.0,8000.0,2.0,167.0612146185017
1120,6.4,8.21,107.3,0.07,50000.0,50000.0,6.0,1231.1756810234424
1121,6.7,7.15,47.5,0.25,5000.0,11000.0,2.0,171.43780858801583
1122,6.6,6.9,75.5,0.64,14000.0,90000.0,4.0,401.98825895008315
1123,6.8,7.45,90.1,0.77,5000.0,8000.0,2.0,175.56619031857116
1124,6.8,6.9,53.4,0.27,13000.0,50000.0,2.0,352.2940992549028
1125,6.9,7.0,66.1,0.12,11000.0,11000.0,2.0,300.64373051938793
1126,6.9,7.0,66.1,0.12,11000.0,11000.0,2.0,300.64373051938793
1127,6.4,6.7,85.3,0.23,13000.0,13000.0,2.0,342.5615333852928
1128,5.3,6.6,86.3,0.49,11000.0,50000.0,4.0,327.77834242344716
1129,5.4,6.6,30.2,0.12,11000.0,14000.0,2.0,301.57325744426447
1130,7.2,6.8,45.2,0.29,24000.0,24000.0,2.0,586.3137441989297
1131,7.7,7.2,65.2,0.66,5000.0,30000.0,2.0,171.748209712258
1132,6.7,6.9,57.1,0.37,5000.0,90000.0,3.0,193.44882378511528
1133,7.9,6.6,67.8,0.35,13000.0,25000.0,2.0,336.27430058600453
1134,6.4,7.5,76.5,0.25,24000.0,24000.0,2.0,602.3150116182121
1135,7.0,7.0,79.4,0.67,2700.0,3400.0,2.0,114.86234565463353
1136,6.9,6.4,48.9,0.16,30000.0,90000.0,3.0,737.0406736781218
1137,6.9,7.0,60.5,0.26,3000.0,24000.0,2.0,126.49237808039491
1138,7.5,7.5,64.0,0.46,30000.0,30000.0,2.0,731.152749575995
1139,8.5,7.5,93.1,0.81,500.0,800.0,2.0,67.08078965341154
1140,6.8,6.9,83.5,0.8,700.0,5000.0,2.0,70.19743434001681
1141,7.2,7.3,48.9,0.38,350.0,30000.0,2.0,72.94931192052185
1142,7.0,7.1,58.2,0.29,8000.0,30000.0,2.0,239.72905082833304
1143,7.5,6.9,81.6,1.13,5000.0,13000.0,2.0,163.79611196638817
1144,6.6,6.9,121.3,1.88,500.0,1300.0,2.0,66.0411348597234
1145,6.7,6.8,63.4,0.11,30000.0,90000.0,2.0,736.0913247333268
1146,7.3,6.7,50.0,0.54,3000.0,30000.0,2.0,120.71697058350021
1147,7.6,7.4,72.0,0.9,1700.0,5000.0,2.0,97.16591167503498
1148,7.1,7.0,79.1,1.14,800.0,13000.0,2.0,74.50949983691041
1149,7.0,7.16,67.0,0.84,5000.0,24000.0,2.0,173.11383148610258
1150,7.3,7.2,65.4,0.6,5000.0,13000.0,2.0,169.9039202672154
1151,7.9,6.7,68.0,0.41,83.0,106.0,2.0,46.65048945046493
1152,6.6,7.2,70.9,0.79,500.0,1300.0,2.0,71.1179880829999
1153,7.7,7.3,78.6,0.95,0.002,0.02,2.0,56.22806821016226
1154,7.2,6.4,44.0,0.19,50000.0,160000.0,2.0,1184.8445542609008
1155,7.3,7.1,63.9,0.07,5000.0,14000.0,2.0,168.33126066231424
1156,6.4,8.03,56.4,0.35,8000.0,24000.0,2.0,257.4360487848916
1157,7.4,6.41,86.7,0.13,700.0,3000.0,2.0,58.290779636048875
1158,7.7,7.68,73.2,0.1,800.0,1700.0,2.0,80.81007746406439
1159,7.2,7.82,65.4,0.1,500.0,800.0,2.0,78.80555026876942
1160,8.1,7.77,64.1,0.1,1400.0,3500.0,3.0,102.97446782131865
1161,7.4,8.05,85.6,0.01,30.0,500.0,2.0,71.36250064006029
1162,6.9,7.18,69.4,0.06,3000.0,8000.0,2.0,126.05592035777411
1163,7.2,8.13,83.6,0.12,3000.0,5000.0,2.0,140.44766973057096
1164,8.3,7.67,73.1,0.1,300.0,500.0,2.0,66.4192138417648
1165,8.0,7.89,74.8,0.03,170.0,170.0,3.0,77.5759300215664
1166,6.7,7.03,46.1,0.14,1300.0,5000.0,2.0,86.13272106326592
1167,7.6,7.5,58.0,0.31,800.0,16000.0,4.0,99.05534731236173
1168,8.9,7.7,75.9,0.59,800.0,2400.0,2.0,75.59315860036985
1169,7.0,7.1,71.8,0.54,1700.0,5000.0,2.0,94.80595676574464
1170,6.7,7.2,56.8,0.47,280.0,2800.0,2.0,66.06209278470386
1171,8.1,7.4,52.0,0.21,2300.0,3000.0,2.0,107.51618242891978
1172,7.4,6.7,43.0,0.13,1400.0,1700.0,2.0,78.51817766312594
1173,7.4,6.6,35.0,0.62,800.0,2300.0,2.0,63.688853175481604
1174,7.2,7.4,64.4,0.8,110.0,1300.0,2.0,63.07168641909471
1175,7.3,7.1,65.7,0.72,500.0,2200.0,2.0,66.20499722663835
1176,7.2,7.29,64.4,0.8,110.0,1300.0,2.0,61.16240615989545
1177,6.9,7.17,60.5,0.71,5000.0,8000.0,2.0,170.2120031671804
1178,7.6,7.25,52.8,0.52,1700.0,5000.0,2.0,94.51657021601058
1179,7.7,7.21,75.2,0.3,170.0,280.0,2.0,58.418207976548636
1180,7.6,6.97,71.3,0.38,130.0,280.0,2.0,53.856266932948515
1181,7.6,7.41,71.3,0.38,130.0,280.0,2.0,61.49338796974556
1182,6.9,7.56,60.5,0.71,5000.0,8000.0,2.0,176.981269540705
1183,7.6,7.74,52.8,0.52,1700.0,5000.0,2.0,103.02154591608
1184,7.7,7.61,75.2,0.3,170.0,280.0,2.0,65.36104528272777
1185,7.6,7.41,71.3,0.38,130.0,280.0,2.0,61.49338796974556
1186,7.6,6.97,71.3,0.38,130.0,280.0,2.0,53.856266932948515
1187,7.5,7.22,67.2,0.81,170.0,1700.0,2.0,59.92218090619119
1188,7.3,7.2,69.2,0.84,170.0,1100.0,2.0,60.40816513723005
1189,7.4,6.94,42.7,0.23,3000.0,17000.0,2.0,121.48914742642661
1190,7.5,7.19,54.7,0.62,1300.0,13000.0,2.0,86.885892929514
1191,7.4,7.09,42.7,0.23,3000.0,17000.0,2.0,124.09271141624379
1192,7.5,7.64,54.7,0.62,1300.0,13000.0,2.0,94.6965848989655
1193,7.5,7.19,67.2,0.81,170.0,1700.0,2.0,59.401468108227775
1194,7.3,7.12,69.2,0.84,170.0,1100.0,2.0,59.01959767599423
1195,7.6,7.0,51.4,0.42,1700.0,5000.0,2.0,90.16605853532965
1196,7.8,7.0,63.9,0.38,300.0,800.0,2.0,57.290382890909136
1197,6.8,6.7,70.8,0.58,3000.0,5000.0,2.0,117.59883835207677
1198,7.4,7.1,47.5,0.3,2200.0,30000.0,2.0,109.44769765914022
1199,6.5,7.0,36.2,0.11,5000.0,28000.0,2.0,173.54078057587537
1200,6.5,7.0,36.2,0.11,5000.0,28000.0,2.0,173.54078057587537
1201,7.6,7.0,51.4,0.42,1700.0,5000.0,2.0,90.16605853532965
1202,7.8,7.0,63.9,0.38,300.0,800.0,2.0,57.290382890909136
1203,6.8,6.7,70.8,0.58,3000.0,5000.0,2.0,117.59883835207677
1204,7.4,7.1,47.5,0.3,2200.0,30000.0,2.0,109.44769765914022
1205,7.8,7.2,43.8,0.37,1100.0,2200.0,2.0,78.7703197464467
1206,8.9,7.1,56.6,0.63,23.0,140.0,2.0,47.48361989726613
1207,7.4,7.3,72.3,0.82,1400.0,8000.0,3.0,99.26065080784552
1208,7.8,7.2,43.8,0.37,1100.0,2200.0,2.0,78.7703197464467
1209,8.9,7.1,56.6,0.63,23.0,140.0,2.0,47.48361989726613
1210,7.4,7.3,72.3,0.82,1400.0,8000.0,3.0,99.26065080784552
1211,7.7,6.8,61.7,0.3,59.0,71.0,2.0,48.79609720936512
1212,6.9,7.3,62.8,0.64,900.0,2200.0,2.0,80.44352221819739
1213,7.5,7.2,68.3,0.73,2.0,2.0,2.0,55.472877873842734
1214,7.4,6.5,47.9,0.19,13000.0,30000.0,2.0,338.028683092039
1215,8.1,7.1,56.7,0.07,700.0,8000.0,2.0,67.99283905097228
1216,7.2,7.5,56.0,0.42,350.0,30000.0,3.0,85.27879080593931
1217,7.6,7.5,69.7,0.41,3000.0,17000.0,2.0,130.2725795149126
1218,7.0,7.2,68.9,0.57,2800.0,50000.0,2.0,130.84625844166845
1219,6.1,730.0,55.9,0.52,3500.0,24000.0,5.0,12717.168451630589
1220,7.6,7.2,53.0,0.04,24000.0,30000.0,2.0,592.6344305685525
1221,7.3,7.1,95.5,0.96,2300.0,8000.0,2.0,107.35590664189718
1222,7.3,7.1,82.7,0.91,2200.0,13000.0,2.0,106.24109499850186
1223,6.9,6.6,41.0,0.06,2800.0,5000.0,2.0,110.8925536602504
1224,7.0,6.9,55.1,0.36,8000.0,30000.0,2.0,236.2645961142751
1225,8.0,7.4,58.6,0.61,3000.0,7000.0,2.0,124.41886803102922
1226,7.0,7.1,58.2,0.79,170.0,170.0,2.0,59.90202551269108
1227,8.0,7.32,58.6,0.61,3000.0,7000.0,2.0,123.03030056979341
1228,6.5,7.14,57.6,0.75,17000.0,17000.0,2.0,439.17464680411473
1229,7.2,7.27,52.2,0.51,11000.0,50000.0,2.0,312.5572254854117
1230,8.1,6.98,69.0,0.26,1100.0,1400.0,2.0,73.3249922787488
1231,6.5,6.62,67.2,0.3,5000.0,14000.0,2.0,163.87446860462384
1232,6.5,7.46,57.6,0.75,17000.0,17000.0,2.0,444.728916649058
1233,7.2,7.71,52.2,0.51,11000.0,50000.0,2.0,320.1943465222087
1234,8.1,7.8,69.0,0.26,1100.0,1400.0,2.0,87.55780875641598
1235,6.5,7.37,67.2,0.3,5000.0,14000.0,2.0,176.89228855370968
1236,7.3,6.97,41.1,0.78,13000.0,24000.0,2.0,345.4027661651557
1237,7.4,7.15,52.3,0.36,8000.0,17000.0,2.0,235.80193818988158
1238,6.7,7.15,63.2,0.84,7000.0,30000.0,2.0,219.97110510181153
1239,7.1,7.09,64.6,0.49,14000.0,14000.0,2.0,368.3385764234773
1240,7.1,7.18,64.6,0.49,14000.0,14000.0,2.0,369.9007148173676
1241,7.3,7.63,41.1,0.78,13000.0,24000.0,2.0,356.85844772035125
1242,7.4,7.61,52.3,0.36,8000.0,17000.0,2.0,243.78620109198758
1243,6.7,7.08,63.2,0.84,7000.0,30000.0,2.0,218.7561085732302
1244,7.2,7.0,46.3,0.31,8000.0,24000.0,2.0,235.70288937815764
1245,7.3,6.8,51.7,0.43,11000.0,11000.0,2.0,295.2786301948299
1246,7.7,6.9,62.3,0.38,2200.0,17000.0,2.0,101.6680788751318
1247,6.2,6.8,68.8,0.63,1300.0,11000.0,2.0,85.93244740046084
1248,7.4,7.0,35.7,0.08,5000.0,7000.0,2.0,164.5601895270206
1249,7.3,7.2,47.1,0.35,5000.0,13000.0,2.0,169.8725490729188
1250,8.4,7.1,49.1,0.49,8000.0,13000.0,2.0,229.25143724348672
1251,6.9,7.2,63.1,0.82,2300.0,8000.0,3.0,119.84563674608447
1252,7.9,6.7,58.8,0.3,110.0,170.0,2.0,47.24811339296796
1253,7.3,7.3,58.4,0.54,5000.0,17000.0,2.0,172.51673510560158
1254,7.5,7.2,68.2,0.73,2200.0,14000.0,2.0,107.21304030730722
1255,7.0,6.5,41.4,0.18,5000.0,50000.0,2.0,167.3342326278136
1256,7.1,7.0,53.1,0.06,5000.0,13000.0,3.0,176.18506972813927
1257,6.7,6.5,157.0,0.23,5000.0,8000.0,4.0,177.21807124262253
1258,7.9,7.2,124.2,1.5,350.0,1600.0,2.0,61.700009462550604
1259,7.7,7.2,224.4,2.07,220.0,280.0,2.0,59.577605299699144
1260,5.7,6.7,142.7,0.14,50000.0,160000.0,4.0,1214.9886958904497
1261,7.9,7.45,124.2,1.5,350.0,1600.0,2.0,66.03928277891256
1262,6.9,7.24,206.2,1.2,1100.0,2400.0,2.0,83.96535065940185
1263,6.2,7.36,240.9,2.29,8000.0,24000.0,2.0,247.02182706116182
1264,8.6,7.16,152.5,0.48,1700.0,2200.0,2.0,87.54154262004906
1265,7.8,7.22,421.7,0.81,13000.0,30000.0,2.0,348.7518968472978
1266,6.9,7.51,206.2,1.2,1100.0,2400.0,2.0,88.65176584107274
1267,6.2,7.87,240.9,2.29,8000.0,24000.0,2.0,255.87394462654018
1268,8.6,7.71,152.5,0.48,1700.0,2200.0,2.0,97.08794391604533
1269,7.8,7.73,421.7,0.81,13000.0,30000.0,2.0,357.60401441267624
1270,6.6,7.0,114.9,0.86,13000.0,30000.0,2.0,350.6440250086087
1271,6.9,7.26,198.3,1.92,50000.0,50000.0,3.0,1185.946939556648
1272,8.1,7.61,225.0,0.99,8000.0,30000.0,5.0,269.9589073961342
1273,6.3,7.26,233.0,0.28,22000.0,50000.0,3.0,569.0137212084674
1274,6.9,7.63,198.3,1.92,50000.0,50000.0,3.0,1192.3690640648636
1275,6.3,7.44,233.0,0.28,22000.0,50000.0,3.0,572.137997996248
1276,6.6,7.59,114.9,0.86,13000.0,30000.0,2.0,360.8847100352229
1277,8.1,7.68,225.0,0.99,8000.0,30000.0,5.0,271.1739039247155
1278,6.9,7.63,198.3,1.92,50000.0,50000.0,3.0,1192.3690640648636
1279,6.9,7.26,198.3,1.92,50000.0,50000.0,3.0,1185.946939556648
1280,8.1,7.61,225.0,0.99,8000.0,30000.0,5.0,269.9589073961342
1281,6.6,7.2,142.0,1.19,7000.0,50000.0,2.0,225.80180045603598
1282,7.1,7.0,176.0,0.76,24000.0,24000.0,3.0,599.1986843267405
1283,7.0,7.1,232.0,1.37,24000.0,24000.0,7.0,636.9030143205802
1284,8.1,7.61,225.0,0.99,8000.0,30000.0,5.0,269.9589073961342
1285,6.6,7.2,142.0,1.19,7000.0,50000.0,2.0,225.80180045603598
1286,7.1,7.0,176.0,0.76,24000.0,24000.0,3.0,599.1986843267405
1287,7.0,7.1,232.0,1.37,24000.0,24000.0,7.0,636.9030143205802
1288,5.7,7.5,170.0,1.06,30000.0,90000.0,3.0,762.0317530692149
1289,6.0,7.6,196.0,0.83,8000.0,13000.0,3.0,258.39800818270953
1290,8.0,7.3,283.0,1.42,140.0,280.0,8.0,111.15424930851131
